I 06.28/02:22:06 main.py:23  ] => Experiment directory: /storage/hujiacong/zxd/Huawei/UniversalCSI/exps/COST2100/in/encoder_canonical/adapter/aux_pca_1e-3/mlp/code1e-3_fc1e-3_lr2e-4/enc_seed2026_dec_seed42
I 06.28/02:22:06 main.py:24  ] => PyTorch Version: 2.5.1
I 06.28/02:22:06 init.py:13  ] Random seed set to 2026
I 06.28/02:22:07 init.py:92  ] Running on GPU 4
I 06.28/02:22:10 init.py:132 ] pretrained decoder loaded and frozen from exps/COST2100/in/encoder_canonical/aux_pca_1e-3/seed42_transnet_transnet/checkpoints/best_nmse.pth
I 06.28/02:22:10 init.py:139 ] pretrained encoder loaded and frozen from exps/COST2100/in/encoder_canonical/aux_pca_1e-3/seed2026_transnet_transnet/checkpoints/best_nmse.pth
I 06.28/02:22:12 init.py:152 ] => Model Name: UniversalCSI [pretrained: None; pretrained_decoder: exps/COST2100/in/encoder_canonical/aux_pca_1e-3/seed42_transnet_transnet/checkpoints/best_nmse.pth; pretrained_encoder: exps/COST2100/in/encoder_canonical/aux_pca_1e-3/seed2026_transnet_transnet/checkpoints/best_nmse.pth; adapter: mlp; adapter_hidden_dim: 2048; canonical_head: none; canonical_anchor_seed: 0]
I 06.28/02:22:12 init.py:159 ] => Model Config: compression ratio=1/4; encoder=transnet; decoder=transnet; input shape=(2, 32, 32); input dim=2048
I 06.28/02:22:12 init.py:164 ] => Model Flops: 3.7841e+01M
I 06.28/02:22:12 init.py:165 ] => Model Params Num: 5.2589e+00M

I 06.28/02:22:12 init.py:166 ] 
**********
UniversalCSIModel(
  (encoder): TransNetEncoder(
    (encoder): TransformerEncoder(
      (layers): ModuleList(
        (0-1): 2 x TransformerEncoderLayer(
          (self_attn): MultiheadAttention(
            (out_proj): NonDynamicallyQuantizableLinear(in_features=64, out_features=64, bias=True)
          )
          (linear1): Linear(in_features=64, out_features=2048, bias=True)
          (dropout): Dropout(p=0.0, inplace=False)
          (linear2): Linear(in_features=2048, out_features=64, bias=True)
          (norm1): LayerNorm((64,), eps=1e-05, elementwise_affine=True)
          (norm2): LayerNorm((64,), eps=1e-05, elementwise_affine=True)
          (dropout1): Dropout(p=0.0, inplace=False)
          (dropout2): Dropout(p=0.0, inplace=False)
        )
      )
    )
    (fc): Linear(in_features=2048, out_features=512, bias=True)
  )
  (decoder): TransNetDecoder(
    (fc_decoder): Linear(in_features=512, out_features=2048, bias=True)
    (decoder): TransformerDecoder(
      (layers): ModuleList(
        (0-1): 2 x TransformerDecoderLayer(
          (self_attn): MultiheadAttention(
            (out_proj): NonDynamicallyQuantizableLinear(in_features=64, out_features=64, bias=True)
          )
          (multihead_attn): MultiheadAttention(
            (out_proj): NonDynamicallyQuantizableLinear(in_features=64, out_features=64, bias=True)
          )
          (linear1): Linear(in_features=64, out_features=2048, bias=True)
          (dropout): Dropout(p=0.0, inplace=False)
          (linear2): Linear(in_features=2048, out_features=64, bias=True)
          (norm1): LayerNorm((64,), eps=1e-05, elementwise_affine=True)
          (norm2): LayerNorm((64,), eps=1e-05, elementwise_affine=True)
          (norm3): LayerNorm((64,), eps=1e-05, elementwise_affine=True)
          (dropout1): Dropout(p=0.0, inplace=False)
          (dropout2): Dropout(p=0.0, inplace=False)
          (dropout3): Dropout(p=0.0, inplace=False)
        )
      )
      (norm): LayerNorm((64,), eps=1e-05, elementwise_affine=True)
    )
  )
  (code_adapter): MLPAdapter(
    (norm): LayerNorm((512,), eps=1e-05, elementwise_affine=True)
    (mlp): Sequential(
      (0): Linear(in_features=512, out_features=2048, bias=True)
      (1): GELU(approximate='none')
      (2): Linear(in_features=2048, out_features=512, bias=True)
    )
  )
)
**********

I 06.28/02:22:12 init.py:33  ] 
I 06.28/02:53:20 solver.py:282 ] Epoch: [111/400][300/391] lr: 1.86e-04 | recon: 1.1906e-06 code: 4.0760e-04 fc: 2.1501e-04 total: 1.8132e-06 | time: 0.046
I 06.28/02:53:21 solver.py:282 ] Epoch: [111/400][320/391] lr: 1.86e-04 | recon: 1.1889e-06 code: 4.0733e-04 fc: 2.1330e-04 total: 1.8095e-06 | time: 0.046
I 06.28/02:53:22 solver.py:282 ] Epoch: [111/400][340/391] lr: 1.86e-04 | recon: 1.1917e-06 code: 4.0804e-04 fc: 2.1511e-04 total: 1.8149e-06 | time: 0.045
I 06.28/02:53:23 solver.py:282 ] Epoch: [111/400][360/391] lr: 1.86e-04 | recon: 1.1953e-06 code: 4.0922e-04 fc: 2.1785e-04 total: 1.8223e-06 | time: 0.045
I 06.28/02:53:24 solver.py:282 ] Epoch: [111/400][380/391] lr: 1.86e-04 | recon: 1.1991e-06 code: 4.1044e-04 fc: 2.2042e-04 total: 1.8300e-06 | time: 0.045
I 06.28/02:53:24 solver.py:318 ] => Train  Recon loss: 1.2000e-06 | Code loss: 4.1043e-04 | FC loss: 2.2051e-04 | Total: 1.8309e-06 | adapter/W1_norm=5.5394e+01 | adapter/W1_mean=1.4801e-04 | adapter/W1_std=5.4096e-02 | adapter/W2_norm=3.0248e+00 | adapter/W2_mean=8.9103e-04 | adapter/W2_std=2.8163e-03 | adapter/delta_ratio=7.2425e-01

I 06.28/02:53:24 solver.py:427 ] 
=! Best NMSE: -2.4166e+01 (epoch=110)

I 06.28/02:53:25 solver.py:282 ] Epoch: [112/400][20/391] lr: 1.86e-04 | recon: 1.1656e-06 code: 3.9822e-04 fc: 1.9386e-04 total: 1.7577e-06 | time: 0.055
I 06.28/02:53:26 solver.py:282 ] Epoch: [112/400][40/391] lr: 1.86e-04 | recon: 1.2166e-06 code: 4.0966e-04 fc: 2.3168e-04 total: 1.8579e-06 | time: 0.045
I 06.28/02:53:27 solver.py:282 ] Epoch: [112/400][60/391] lr: 1.86e-04 | recon: 1.2218e-06 code: 4.1214e-04 fc: 2.3669e-04 total: 1.8707e-06 | time: 0.047
I 06.28/02:53:28 solver.py:282 ] Epoch: [112/400][80/391] lr: 1.86e-04 | recon: 1.2105e-06 code: 4.0936e-04 fc: 2.3255e-04 total: 1.8524e-06 | time: 0.044
I 06.28/02:53:28 solver.py:282 ] Epoch: [112/400][100/391] lr: 1.86e-04 | recon: 1.2002e-06 code: 4.0741e-04 fc: 2.2383e-04 total: 1.8314e-06 | time: 0.045
I 06.28/02:53:29 solver.py:282 ] Epoch: [112/400][120/391] lr: 1.86e-04 | recon: 1.2029e-06 code: 4.0915e-04 fc: 2.2820e-04 total: 1.8403e-06 | time: 0.043
I 06.28/02:53:30 solver.py:282 ] Epoch: [112/400][140/391] lr: 1.86e-04 | recon: 1.1959e-06 code: 4.0710e-04 fc: 2.2296e-04 total: 1.8260e-06 | time: 0.042
I 06.28/02:53:31 solver.py:282 ] Epoch: [112/400][160/391] lr: 1.86e-04 | recon: 1.1898e-06 code: 4.0584e-04 fc: 2.1929e-04 total: 1.8149e-06 | time: 0.043
I 06.28/02:53:32 solver.py:282 ] Epoch: [112/400][180/391] lr: 1.86e-04 | recon: 1.1918e-06 code: 4.0614e-04 fc: 2.2125e-04 total: 1.8192e-06 | time: 0.042
I 06.28/02:53:32 solver.py:282 ] Epoch: [112/400][200/391] lr: 1.86e-04 | recon: 1.1909e-06 code: 4.0630e-04 fc: 2.1878e-04 total: 1.8160e-06 | time: 0.041
I 06.28/02:53:33 solver.py:282 ] Epoch: [112/400][220/391] lr: 1.86e-04 | recon: 1.1892e-06 code: 4.0556e-04 fc: 2.1603e-04 total: 1.8108e-06 | time: 0.042
I 06.28/02:53:34 solver.py:282 ] Epoch: [112/400][240/391] lr: 1.86e-04 | recon: 1.1886e-06 code: 4.0558e-04 fc: 2.1418e-04 total: 1.8084e-06 | time: 0.041
I 06.28/02:53:35 solver.py:282 ] Epoch: [112/400][260/391] lr: 1.86e-04 | recon: 1.1872e-06 code: 4.0543e-04 fc: 2.1244e-04 total: 1.8050e-06 | time: 0.042
I 06.28/02:53:36 solver.py:282 ] Epoch: [112/400][280/391] lr: 1.86e-04 | recon: 1.1846e-06 code: 4.0486e-04 fc: 2.1062e-04 total: 1.8000e-06 | time: 0.042
I 06.28/02:53:37 solver.py:282 ] Epoch: [112/400][300/391] lr: 1.86e-04 | recon: 1.1828e-06 code: 4.0446e-04 fc: 2.0936e-04 total: 1.7966e-06 | time: 0.042
I 06.28/02:53:38 solver.py:282 ] Epoch: [112/400][320/391] lr: 1.86e-04 | recon: 1.1863e-06 code: 4.0540e-04 fc: 2.1366e-04 total: 1.8053e-06 | time: 0.043
I 06.28/02:53:39 solver.py:282 ] Epoch: [112/400][340/391] lr: 1.86e-04 | recon: 1.1856e-06 code: 4.0556e-04 fc: 2.1367e-04 total: 1.8049e-06 | time: 0.043
I 06.28/02:53:40 solver.py:282 ] Epoch: [112/400][360/391] lr: 1.86e-04 | recon: 1.1886e-06 code: 4.0630e-04 fc: 2.1553e-04 total: 1.8104e-06 | time: 0.043
I 06.28/02:53:40 solver.py:282 ] Epoch: [112/400][380/391] lr: 1.86e-04 | recon: 1.1915e-06 code: 4.0704e-04 fc: 2.1638e-04 total: 1.8150e-06 | time: 0.043
I 06.28/02:53:41 solver.py:318 ] => Train  Recon loss: 1.1925e-06 | Code loss: 4.0738e-04 | FC loss: 2.1688e-04 | Total: 1.8168e-06 | adapter/W1_norm=5.5357e+01 | adapter/W1_mean=1.4778e-04 | adapter/W1_std=5.4059e-02 | adapter/W2_norm=3.0427e+00 | adapter/W2_mean=8.9792e-04 | adapter/W2_std=2.8325e-03 | adapter/delta_ratio=7.1876e-01

I 06.28/02:53:41 solver.py:427 ] 
=! Best NMSE: -2.4166e+01 (epoch=110)

I 06.28/02:53:42 solver.py:282 ] Epoch: [113/400][20/391] lr: 1.86e-04 | recon: 1.1501e-06 code: 3.9602e-04 fc: 1.9785e-04 total: 1.7440e-06 | time: 0.053
I 06.28/02:53:43 solver.py:282 ] Epoch: [113/400][40/391] lr: 1.86e-04 | recon: 1.1709e-06 code: 4.0185e-04 fc: 2.0127e-04 total: 1.7740e-06 | time: 0.044
I 06.28/02:53:44 solver.py:282 ] Epoch: [113/400][60/391] lr: 1.86e-04 | recon: 1.1642e-06 code: 3.9967e-04 fc: 1.9566e-04 total: 1.7595e-06 | time: 0.046
I 06.28/02:53:44 solver.py:282 ] Epoch: [113/400][80/391] lr: 1.86e-04 | recon: 1.1620e-06 code: 3.9849e-04 fc: 1.9209e-04 total: 1.7526e-06 | time: 0.045
I 06.28/02:53:45 solver.py:282 ] Epoch: [113/400][100/391] lr: 1.86e-04 | recon: 1.1593e-06 code: 3.9863e-04 fc: 1.9411e-04 total: 1.7520e-06 | time: 0.042
I 06.28/02:53:46 solver.py:282 ] Epoch: [113/400][120/391] lr: 1.86e-04 | recon: 1.1636e-06 code: 3.9937e-04 fc: 1.9510e-04 total: 1.7581e-06 | time: 0.043
I 06.28/02:53:47 solver.py:282 ] Epoch: [113/400][140/391] lr: 1.86e-04 | recon: 1.1693e-06 code: 4.0072e-04 fc: 2.0125e-04 total: 1.7713e-06 | time: 0.042
I 06.28/02:53:48 solver.py:282 ] Epoch: [113/400][160/391] lr: 1.86e-04 | recon: 1.1731e-06 code: 4.0059e-04 fc: 2.0283e-04 total: 1.7765e-06 | time: 0.043
I 06.28/02:53:49 solver.py:282 ] Epoch: [113/400][180/391] lr: 1.85e-04 | recon: 1.1732e-06 code: 4.0014e-04 fc: 2.0258e-04 total: 1.7760e-06 | time: 0.042
I 06.28/02:53:49 solver.py:282 ] Epoch: [113/400][200/391] lr: 1.85e-04 | recon: 1.1823e-06 code: 4.0225e-04 fc: 2.0962e-04 total: 1.7942e-06 | time: 0.042
I 06.28/02:53:50 solver.py:282 ] Epoch: [113/400][220/391] lr: 1.85e-04 | recon: 1.1815e-06 code: 4.0184e-04 fc: 2.1015e-04 total: 1.7935e-06 | time: 0.042
I 06.28/02:53:51 solver.py:282 ] Epoch: [113/400][240/391] lr: 1.85e-04 | recon: 1.1839e-06 code: 4.0298e-04 fc: 2.1229e-04 total: 1.7992e-06 | time: 0.042
I 06.28/02:53:52 solver.py:282 ] Epoch: [113/400][260/391] lr: 1.85e-04 | recon: 1.1851e-06 code: 4.0337e-04 fc: 2.1428e-04 total: 1.8028e-06 | time: 0.042
I 06.28/02:53:53 solver.py:282 ] Epoch: [113/400][280/391] lr: 1.85e-04 | recon: 1.1941e-06 code: 4.0562e-04 fc: 2.2145e-04 total: 1.8212e-06 | time: 0.042
I 06.28/02:53:53 solver.py:282 ] Epoch: [113/400][300/391] lr: 1.85e-04 | recon: 1.1992e-06 code: 4.0690e-04 fc: 2.2384e-04 total: 1.8300e-06 | time: 0.042
I 06.28/02:53:54 solver.py:282 ] Epoch: [113/400][320/391] lr: 1.85e-04 | recon: 1.2038e-06 code: 4.0810e-04 fc: 2.2672e-04 total: 1.8386e-06 | time: 0.042
I 06.28/02:53:55 solver.py:282 ] Epoch: [113/400][340/391] lr: 1.85e-04 | recon: 1.2039e-06 code: 4.0811e-04 fc: 2.2701e-04 total: 1.8390e-06 | time: 0.041
I 06.28/02:53:56 solver.py:282 ] Epoch: [113/400][360/391] lr: 1.85e-04 | recon: 1.2031e-06 code: 4.0769e-04 fc: 2.2621e-04 total: 1.8370e-06 | time: 0.042
I 06.28/02:53:57 solver.py:282 ] Epoch: [113/400][380/391] lr: 1.85e-04 | recon: 1.2012e-06 code: 4.0744e-04 fc: 2.2487e-04 total: 1.8335e-06 | time: 0.042
I 06.28/02:53:57 solver.py:318 ] => Train  Recon loss: 1.2007e-06 | Code loss: 4.0732e-04 | FC loss: 2.2425e-04 | Total: 1.8323e-06 | adapter/W1_norm=5.5318e+01 | adapter/W1_mean=1.4667e-04 | adapter/W1_std=5.4021e-02 | adapter/W2_norm=3.0607e+00 | adapter/W2_mean=8.9863e-04 | adapter/W2_std=2.8507e-03 | adapter/delta_ratio=7.4597e-01

I 06.28/02:53:57 solver.py:427 ] 
=! Best NMSE: -2.4166e+01 (epoch=110)

I 06.28/02:53:58 solver.py:282 ] Epoch: [114/400][20/391] lr: 1.85e-04 | recon: 1.1511e-06 code: 3.8776e-04 fc: 1.8528e-04 total: 1.7242e-06 | time: 0.054
I 06.28/02:53:59 solver.py:282 ] Epoch: [114/400][40/391] lr: 1.85e-04 | recon: 1.1771e-06 code: 3.9772e-04 fc: 2.0564e-04 total: 1.7805e-06 | time: 0.050
I 06.28/02:54:00 solver.py:282 ] Epoch: [114/400][60/391] lr: 1.85e-04 | recon: 1.1770e-06 code: 3.9797e-04 fc: 2.0317e-04 total: 1.7782e-06 | time: 0.053
I 06.28/02:54:02 solver.py:282 ] Epoch: [114/400][80/391] lr: 1.85e-04 | recon: 1.1610e-06 code: 3.9467e-04 fc: 1.9602e-04 total: 1.7517e-06 | time: 0.057
I 06.28/02:54:04 solver.py:282 ] Epoch: [114/400][100/391] lr: 1.85e-04 | recon: 1.1619e-06 code: 3.9418e-04 fc: 1.9607e-04 total: 1.7521e-06 | time: 0.066
I 06.28/02:54:05 solver.py:282 ] Epoch: [114/400][120/391] lr: 1.85e-04 | recon: 1.1575e-06 code: 3.9324e-04 fc: 1.9467e-04 total: 1.7454e-06 | time: 0.067
I 06.28/02:54:06 solver.py:282 ] Epoch: [114/400][140/391] lr: 1.85e-04 | recon: 1.1559e-06 code: 3.9280e-04 fc: 1.9362e-04 total: 1.7423e-06 | time: 0.063
I 06.28/02:54:07 solver.py:282 ] Epoch: [114/400][160/391] lr: 1.85e-04 | recon: 1.1556e-06 code: 3.9348e-04 fc: 1.9193e-04 total: 1.7411e-06 | time: 0.062
I 06.28/02:54:08 solver.py:282 ] Epoch: [114/400][180/391] lr: 1.85e-04 | recon: 1.1567e-06 code: 3.9416e-04 fc: 1.9379e-04 total: 1.7446e-06 | time: 0.059
I 06.28/02:54:09 solver.py:282 ] Epoch: [114/400][200/391] lr: 1.85e-04 | recon: 1.1598e-06 code: 3.9519e-04 fc: 1.9486e-04 total: 1.7498e-06 | time: 0.058
I 06.28/02:54:10 solver.py:282 ] Epoch: [114/400][220/391] lr: 1.85e-04 | recon: 1.1635e-06 code: 3.9585e-04 fc: 1.9579e-04 total: 1.7552e-06 | time: 0.056
I 06.28/02:54:10 solver.py:282 ] Epoch: [114/400][240/391] lr: 1.85e-04 | recon: 1.1642e-06 code: 3.9592e-04 fc: 1.9704e-04 total: 1.7572e-06 | time: 0.055
I 06.28/02:54:12 solver.py:282 ] Epoch: [114/400][260/391] lr: 1.85e-04 | recon: 1.1690e-06 code: 3.9697e-04 fc: 2.0058e-04 total: 1.7666e-06 | time: 0.055
I 06.28/02:54:12 solver.py:282 ] Epoch: [114/400][280/391] lr: 1.85e-04 | recon: 1.1815e-06 code: 4.0040e-04 fc: 2.1004e-04 total: 1.7919e-06 | time: 0.053
I 06.28/02:54:13 solver.py:282 ] Epoch: [114/400][300/391] lr: 1.85e-04 | recon: 1.1947e-06 code: 4.0400e-04 fc: 2.2171e-04 total: 1.8204e-06 | time: 0.053
I 06.28/02:54:14 solver.py:282 ] Epoch: [114/400][320/391] lr: 1.85e-04 | recon: 1.2001e-06 code: 4.0583e-04 fc: 2.2801e-04 total: 1.8340e-06 | time: 0.052
I 06.28/02:54:15 solver.py:282 ] Epoch: [114/400][340/391] lr: 1.85e-04 | recon: 1.1992e-06 code: 4.0613e-04 fc: 2.2733e-04 total: 1.8326e-06 | time: 0.052
I 06.28/02:54:16 solver.py:282 ] Epoch: [114/400][360/391] lr: 1.85e-04 | recon: 1.1970e-06 code: 4.0578e-04 fc: 2.2541e-04 total: 1.8282e-06 | time: 0.051
I 06.28/02:54:16 solver.py:282 ] Epoch: [114/400][380/391] lr: 1.85e-04 | recon: 1.1963e-06 code: 4.0545e-04 fc: 2.2396e-04 total: 1.8257e-06 | time: 0.050
I 06.28/02:54:17 solver.py:318 ] => Train  Recon loss: 1.1957e-06 | Code loss: 4.0501e-04 | FC loss: 2.2296e-04 | Total: 1.8237e-06 | adapter/W1_norm=5.5279e+01 | adapter/W1_mean=1.4515e-04 | adapter/W1_std=5.3983e-02 | adapter/W2_norm=3.0783e+00 | adapter/W2_mean=9.0189e-04 | adapter/W2_std=2.8677e-03 | adapter/delta_ratio=7.3783e-01

I 06.28/02:54:17 solver.py:427 ] 
=! Best NMSE: -2.4166e+01 (epoch=110)

I 06.28/02:54:18 solver.py:282 ] Epoch: [115/400][20/391] lr: 1.85e-04 | recon: 1.1484e-06 code: 3.8007e-04 fc: 1.7664e-04 total: 1.7052e-06 | time: 0.043
I 06.28/02:54:19 solver.py:282 ] Epoch: [115/400][40/391] lr: 1.85e-04 | recon: 1.1592e-06 code: 3.8966e-04 fc: 1.7874e-04 total: 1.7276e-06 | time: 0.049
I 06.28/02:54:20 solver.py:282 ] Epoch: [115/400][60/391] lr: 1.85e-04 | recon: 1.1569e-06 code: 3.9056e-04 fc: 1.7642e-04 total: 1.7239e-06 | time: 0.046
I 06.28/02:54:21 solver.py:282 ] Epoch: [115/400][80/391] lr: 1.85e-04 | recon: 1.1507e-06 code: 3.9029e-04 fc: 1.7704e-04 total: 1.7180e-06 | time: 0.043
I 06.28/02:54:22 solver.py:282 ] Epoch: [115/400][100/391] lr: 1.85e-04 | recon: 1.1526e-06 code: 3.9055e-04 fc: 1.8159e-04 total: 1.7248e-06 | time: 0.046
I 06.28/02:54:23 solver.py:282 ] Epoch: [115/400][120/391] lr: 1.85e-04 | recon: 1.1505e-06 code: 3.9029e-04 fc: 1.8163e-04 total: 1.7224e-06 | time: 0.045
I 06.28/02:54:24 solver.py:282 ] Epoch: [115/400][140/391] lr: 1.85e-04 | recon: 1.1537e-06 code: 3.9196e-04 fc: 1.8302e-04 total: 1.7287e-06 | time: 0.046
I 06.28/02:54:24 solver.py:282 ] Epoch: [115/400][160/391] lr: 1.85e-04 | recon: 1.1515e-06 code: 3.9188e-04 fc: 1.8323e-04 total: 1.7267e-06 | time: 0.045
I 06.28/02:54:25 solver.py:282 ] Epoch: [115/400][180/391] lr: 1.85e-04 | recon: 1.1521e-06 code: 3.9170e-04 fc: 1.8323e-04 total: 1.7271e-06 | time: 0.045
I 06.28/02:54:26 solver.py:282 ] Epoch: [115/400][200/391] lr: 1.85e-04 | recon: 1.1496e-06 code: 3.9178e-04 fc: 1.8268e-04 total: 1.7241e-06 | time: 0.044
I 06.28/02:54:27 solver.py:282 ] Epoch: [115/400][220/391] lr: 1.85e-04 | recon: 1.1500e-06 code: 3.9198e-04 fc: 1.8418e-04 total: 1.7261e-06 | time: 0.045
I 06.28/02:54:28 solver.py:282 ] Epoch: [115/400][240/391] lr: 1.85e-04 | recon: 1.1530e-06 code: 3.9289e-04 fc: 1.8617e-04 total: 1.7321e-06 | time: 0.044
I 06.28/02:54:29 solver.py:282 ] Epoch: [115/400][260/391] lr: 1.85e-04 | recon: 1.1615e-06 code: 3.9539e-04 fc: 1.9322e-04 total: 1.7501e-06 | time: 0.044
I 06.28/02:54:30 solver.py:282 ] Epoch: [115/400][280/391] lr: 1.85e-04 | recon: 1.1733e-06 code: 3.9830e-04 fc: 2.0454e-04 total: 1.7762e-06 | time: 0.044
I 06.28/02:54:30 solver.py:282 ] Epoch: [115/400][300/391] lr: 1.85e-04 | recon: 1.1733e-06 code: 3.9840e-04 fc: 2.0561e-04 total: 1.7773e-06 | time: 0.044
I 06.28/02:54:31 solver.py:282 ] Epoch: [115/400][320/391] lr: 1.85e-04 | recon: 1.1718e-06 code: 3.9785e-04 fc: 2.0451e-04 total: 1.7741e-06 | time: 0.044
I 06.28/02:54:32 solver.py:282 ] Epoch: [115/400][340/391] lr: 1.85e-04 | recon: 1.1704e-06 code: 3.9783e-04 fc: 2.0345e-04 total: 1.7717e-06 | time: 0.044
I 06.28/02:54:33 solver.py:282 ] Epoch: [115/400][360/391] lr: 1.85e-04 | recon: 1.1708e-06 code: 3.9787e-04 fc: 2.0240e-04 total: 1.7711e-06 | time: 0.044
I 06.28/02:54:34 solver.py:282 ] Epoch: [115/400][380/391] lr: 1.85e-04 | recon: 1.1682e-06 code: 3.9737e-04 fc: 2.0094e-04 total: 1.7666e-06 | time: 0.044
I 06.28/02:54:34 solver.py:318 ] => Train  Recon loss: 1.1676e-06 | Code loss: 3.9711e-04 | FC loss: 2.0038e-04 | Total: 1.7651e-06 | adapter/W1_norm=5.5247e+01 | adapter/W1_mean=1.4673e-04 | adapter/W1_std=5.3952e-02 | adapter/W2_norm=3.0960e+00 | adapter/W2_mean=9.1401e-04 | adapter/W2_std=2.8820e-03 | adapter/delta_ratio=7.5083e-01

I 06.28/02:54:34 solver.py:427 ] 
=! Best NMSE: -2.4166e+01 (epoch=110)

I 06.28/02:54:35 solver.py:282 ] Epoch: [116/400][20/391] lr: 1.84e-04 | recon: 1.1253e-06 code: 3.8199e-04 fc: 1.7774e-04 total: 1.6851e-06 | time: 0.040
I 06.28/02:54:36 solver.py:282 ] Epoch: [116/400][40/391] lr: 1.84e-04 | recon: 1.1520e-06 code: 3.8959e-04 fc: 1.9771e-04 total: 1.7393e-06 | time: 0.044
I 06.28/02:54:37 solver.py:282 ] Epoch: [116/400][60/391] lr: 1.84e-04 | recon: 1.1457e-06 code: 3.8674e-04 fc: 1.9607e-04 total: 1.7285e-06 | time: 0.043
I 06.28/02:54:38 solver.py:282 ] Epoch: [116/400][80/391] lr: 1.84e-04 | recon: 1.1747e-06 code: 3.9491e-04 fc: 2.1967e-04 total: 1.7892e-06 | time: 0.046
I 06.28/02:54:39 solver.py:282 ] Epoch: [116/400][100/391] lr: 1.84e-04 | recon: 1.1777e-06 code: 3.9550e-04 fc: 2.1536e-04 total: 1.7885e-06 | time: 0.044
I 06.28/02:54:40 solver.py:282 ] Epoch: [116/400][120/391] lr: 1.84e-04 | recon: 1.1709e-06 code: 3.9489e-04 fc: 2.0929e-04 total: 1.7751e-06 | time: 0.048
I 06.28/02:54:41 solver.py:282 ] Epoch: [116/400][140/391] lr: 1.84e-04 | recon: 1.1659e-06 code: 3.9399e-04 fc: 2.0455e-04 total: 1.7644e-06 | time: 0.047
I 06.28/02:54:42 solver.py:282 ] Epoch: [116/400][160/391] lr: 1.84e-04 | recon: 1.1649e-06 code: 3.9382e-04 fc: 2.0204e-04 total: 1.7608e-06 | time: 0.048
I 06.28/02:54:43 solver.py:282 ] Epoch: [116/400][180/391] lr: 1.84e-04 | recon: 1.1638e-06 code: 3.9370e-04 fc: 2.0102e-04 total: 1.7586e-06 | time: 0.047
I 06.28/02:54:44 solver.py:282 ] Epoch: [116/400][200/391] lr: 1.84e-04 | recon: 1.1617e-06 code: 3.9327e-04 fc: 2.0045e-04 total: 1.7555e-06 | time: 0.048
I 06.28/02:54:45 solver.py:282 ] Epoch: [116/400][220/391] lr: 1.84e-04 | recon: 1.1602e-06 code: 3.9332e-04 fc: 1.9868e-04 total: 1.7522e-06 | time: 0.048
I 06.28/02:54:46 solver.py:282 ] Epoch: [116/400][240/391] lr: 1.84e-04 | recon: 1.1606e-06 code: 3.9408e-04 fc: 1.9707e-04 total: 1.7518e-06 | time: 0.047
I 06.28/02:54:47 solver.py:282 ] Epoch: [116/400][260/391] lr: 1.84e-04 | recon: 1.1582e-06 code: 3.9335e-04 fc: 1.9508e-04 total: 1.7466e-06 | time: 0.047
I 06.28/02:54:47 solver.py:282 ] Epoch: [116/400][280/391] lr: 1.84e-04 | recon: 1.1563e-06 code: 3.9306e-04 fc: 1.9449e-04 total: 1.7439e-06 | time: 0.046
I 06.28/02:54:48 solver.py:282 ] Epoch: [116/400][300/391] lr: 1.84e-04 | recon: 1.1609e-06 code: 3.9418e-04 fc: 1.9649e-04 total: 1.7516e-06 | time: 0.046
I 06.28/02:54:49 solver.py:282 ] Epoch: [116/400][320/391] lr: 1.84e-04 | recon: 1.1662e-06 code: 3.9521e-04 fc: 1.9958e-04 total: 1.7610e-06 | time: 0.046
I 06.28/02:54:50 solver.py:282 ] Epoch: [116/400][340/391] lr: 1.84e-04 | recon: 1.1727e-06 code: 3.9689e-04 fc: 2.0381e-04 total: 1.7734e-06 | time: 0.046
I 06.28/02:54:51 solver.py:282 ] Epoch: [116/400][360/391] lr: 1.84e-04 | recon: 1.1757e-06 code: 3.9749e-04 fc: 2.0592e-04 total: 1.7791e-06 | time: 0.045
I 06.28/02:54:51 solver.py:282 ] Epoch: [116/400][380/391] lr: 1.84e-04 | recon: 1.1760e-06 code: 3.9740e-04 fc: 2.0623e-04 total: 1.7796e-06 | time: 0.045
I 06.28/02:54:52 solver.py:318 ] => Train  Recon loss: 1.1754e-06 | Code loss: 3.9747e-04 | FC loss: 2.0642e-04 | Total: 1.7793e-06 | adapter/W1_norm=5.5212e+01 | adapter/W1_mean=1.4686e-04 | adapter/W1_std=5.3918e-02 | adapter/W2_norm=3.1077e+00 | adapter/W2_mean=9.1062e-04 | adapter/W2_std=2.8951e-03 | adapter/delta_ratio=7.5766e-01

I 06.28/02:54:52 solver.py:427 ] 
=! Best NMSE: -2.4166e+01 (epoch=110)

I 06.28/02:54:53 solver.py:282 ] Epoch: [117/400][20/391] lr: 1.84e-04 | recon: 1.1803e-06 code: 3.9114e-04 fc: 2.1409e-04 total: 1.7856e-06 | time: 0.043
I 06.28/02:54:54 solver.py:282 ] Epoch: [117/400][40/391] lr: 1.84e-04 | recon: 1.1655e-06 code: 3.9055e-04 fc: 1.9278e-04 total: 1.7488e-06 | time: 0.042
I 06.28/02:54:55 solver.py:282 ] Epoch: [117/400][60/391] lr: 1.84e-04 | recon: 1.1652e-06 code: 3.9236e-04 fc: 2.0097e-04 total: 1.7585e-06 | time: 0.045
I 06.28/02:54:56 solver.py:282 ] Epoch: [117/400][80/391] lr: 1.84e-04 | recon: 1.1757e-06 code: 3.9470e-04 fc: 2.0700e-04 total: 1.7774e-06 | time: 0.044
