I 06.29/15:01:25 main.py:44  ] => Experiment directory: /storage/hujiacong/zxd/Huawei/UniversalCSI/exps/COST2100/in/teacher_code_adapter/gated_lowrank_affine_mlp/src_seed2026_transnet_transnet_tgt_seed42_transnet_transnet_code1e-3_fc0.0_recT0.0_pca0.0_lr5e-4_ep400
I 06.29/15:01:25 main.py:45  ] => PyTorch Version: 2.5.1
I 06.29/15:01:25 init.py:13  ] Random seed set to 2026
I 06.29/15:01:26 init.py:92  ] Running on GPU 4
I 06.29/15:01:28 init.py:134 ] pretrained decoder loaded and frozen from exps/COST2100/in/seed42/transnet_transnet/checkpoints/best_nmse.pth
I 06.29/15:01:28 init.py:141 ] pretrained encoder loaded and frozen from exps/COST2100/in/seed2026/transnet_transnet/checkpoints/best_nmse.pth
I 06.29/15:01:28 init.py:154 ] => Model Name: UniversalCSI [pretrained: None; pretrained_decoder: exps/COST2100/in/seed42/transnet_transnet/checkpoints/best_nmse.pth; pretrained_encoder: exps/COST2100/in/seed2026/transnet_transnet/checkpoints/best_nmse.pth; adapter: gated_lowrank_affine_mlp; adapter_hidden_dim: 2048; canonical_head: none; canonical_anchor_seed: 0]
I 06.29/15:01:28 init.py:161 ] => Model Config: compression ratio=1/4; encoder=transnet; decoder=transnet; input shape=(2, 32, 32); input dim=2048
I 06.29/15:01:28 init.py:166 ] => Model Flops: 3.7876e+01M
I 06.29/15:01:28 init.py:167 ] => Model Params Num: 5.2927e+00M

I 06.29/15:01:28 init.py:168 ] 
**********
UniversalCSIModel(
  (encoder): TransNetEncoder(
    (encoder): TransformerEncoder(
      (layers): ModuleList(
        (0-1): 2 x TransformerEncoderLayer(
          (self_attn): MultiheadAttention(
            (out_proj): NonDynamicallyQuantizableLinear(in_features=64, out_features=64, bias=True)
          )
          (linear1): Linear(in_features=64, out_features=2048, bias=True)
          (dropout): Dropout(p=0.0, inplace=False)
          (linear2): Linear(in_features=2048, out_features=64, bias=True)
          (norm1): LayerNorm((64,), eps=1e-05, elementwise_affine=True)
          (norm2): LayerNorm((64,), eps=1e-05, elementwise_affine=True)
          (dropout1): Dropout(p=0.0, inplace=False)
          (dropout2): Dropout(p=0.0, inplace=False)
        )
      )
    )
    (fc): Linear(in_features=2048, out_features=512, bias=True)
  )
  (decoder): TransNetDecoder(
    (fc_decoder): Linear(in_features=512, out_features=2048, bias=True)
    (decoder): TransformerDecoder(
      (layers): ModuleList(
        (0-1): 2 x TransformerDecoderLayer(
          (self_attn): MultiheadAttention(
            (out_proj): NonDynamicallyQuantizableLinear(in_features=64, out_features=64, bias=True)
          )
          (multihead_attn): MultiheadAttention(
            (out_proj): NonDynamicallyQuantizableLinear(in_features=64, out_features=64, bias=True)
          )
          (linear1): Linear(in_features=64, out_features=2048, bias=True)
          (dropout): Dropout(p=0.0, inplace=False)
          (linear2): Linear(in_features=2048, out_features=64, bias=True)
          (norm1): LayerNorm((64,), eps=1e-05, elementwise_affine=True)
          (norm2): LayerNorm((64,), eps=1e-05, elementwise_affine=True)
          (norm3): LayerNorm((64,), eps=1e-05, elementwise_affine=True)
          (dropout1): Dropout(p=0.0, inplace=False)
          (dropout2): Dropout(p=0.0, inplace=False)
          (dropout3): Dropout(p=0.0, inplace=False)
        )
      )
      (norm): LayerNorm((64,), eps=1e-05, elementwise_affine=True)
    )
  )
  (code_adapter): GatedLowRankAffineMLPAdapter(
    (lowrank_norm): LayerNorm((512,), eps=1e-05, elementwise_affine=True)
    (down): Linear(in_features=512, out_features=32, bias=False)
    (up): Linear(in_features=32, out_features=512, bias=False)
    (mlp_norm): LayerNorm((512,), eps=1e-05, elementwise_affine=True)
    (mlp): Sequential(
      (0): Linear(in_features=512, out_features=2048, bias=True)
      (1): GELU(approximate='none')
      (2): Linear(in_features=2048, out_features=512, bias=True)
    )
  )
)
**********

I 06.29/15:01:28 init.py:33  ] 

I 06.29/15:19:38 solver.py:548 ] [20/79] loss: 7.3927e-06 | NMSE: -1.7864e+01 | time: 0.043
I 06.29/15:19:39 solver.py:548 ] [40/79] loss: 7.3468e-06 | NMSE: -1.7894e+01 | time: 0.049
I 06.29/15:19:40 solver.py:548 ] [60/79] loss: 7.3003e-06 | NMSE: -1.7911e+01 | time: 0.049
I 06.29/15:19:40 solver.py:562 ] => Test NMSE: -1.7934e+01 | adapter/rank=3.2000e+01 | adapter/gate_mean=3.5131e-01 | adapter/gate_std=1.5288e-02 | adapter/down_norm=9.2281e+00 | adapter/up_norm=2.4158e+00 | adapter/bias_norm=5.6738e-01 | adapter/W1_norm=8.5351e+01 | adapter/W2_norm=2.3282e+01 | adapter/lowrank_ratio=1.6146e+00 | adapter/mlp_ratio=2.0449e+00 | adapter/delta_ratio=1.4392e+00

I 06.29/15:19:41 solver.py:427 ] 
=! Best NMSE: -1.7934e+01 (epoch=40)

I 06.29/15:19:43 solver.py:282 ] Epoch: [41/400][20/391] lr: 5.00e-04 | recon: 6.6405e-06 code: 2.4202e-02 total: 3.0842e-05 | time: 0.099
I 06.29/15:19:44 solver.py:282 ] Epoch: [41/400][40/391] lr: 5.00e-04 | recon: 6.5501e-06 code: 2.3776e-02 total: 3.0326e-05 | time: 0.077
I 06.29/15:19:45 solver.py:282 ] Epoch: [41/400][60/391] lr: 5.00e-04 | recon: 6.5714e-06 code: 2.3824e-02 total: 3.0395e-05 | time: 0.081
I 06.29/15:19:47 solver.py:282 ] Epoch: [41/400][80/391] lr: 5.00e-04 | recon: 6.6215e-06 code: 2.3926e-02 total: 3.0548e-05 | time: 0.079
I 06.29/15:19:48 solver.py:282 ] Epoch: [41/400][100/391] lr: 5.00e-04 | recon: 6.6613e-06 code: 2.3977e-02 total: 3.0638e-05 | time: 0.075
I 06.29/15:19:49 solver.py:282 ] Epoch: [41/400][120/391] lr: 5.00e-04 | recon: 6.6702e-06 code: 2.4020e-02 total: 3.0690e-05 | time: 0.075
I 06.29/15:19:51 solver.py:282 ] Epoch: [41/400][140/391] lr: 5.00e-04 | recon: 6.6899e-06 code: 2.4057e-02 total: 3.0747e-05 | time: 0.073
I 06.29/15:19:52 solver.py:282 ] Epoch: [41/400][160/391] lr: 5.00e-04 | recon: 6.6929e-06 code: 2.4063e-02 total: 3.0756e-05 | time: 0.072
I 06.29/15:19:53 solver.py:282 ] Epoch: [41/400][180/391] lr: 5.00e-04 | recon: 6.6817e-06 code: 2.4014e-02 total: 3.0695e-05 | time: 0.071
I 06.29/15:19:55 solver.py:282 ] Epoch: [41/400][200/391] lr: 5.00e-04 | recon: 6.6777e-06 code: 2.4000e-02 total: 3.0677e-05 | time: 0.071
I 06.29/15:19:56 solver.py:282 ] Epoch: [41/400][220/391] lr: 5.00e-04 | recon: 6.7085e-06 code: 2.4070e-02 total: 3.0778e-05 | time: 0.071
I 06.29/15:19:58 solver.py:282 ] Epoch: [41/400][240/391] lr: 5.00e-04 | recon: 6.7167e-06 code: 2.4087e-02 total: 3.0804e-05 | time: 0.072
I 06.29/15:20:00 solver.py:282 ] Epoch: [41/400][260/391] lr: 5.00e-04 | recon: 6.7271e-06 code: 2.4119e-02 total: 3.0846e-05 | time: 0.073
I 06.29/15:20:02 solver.py:282 ] Epoch: [41/400][280/391] lr: 5.00e-04 | recon: 6.7135e-06 code: 2.4098e-02 total: 3.0812e-05 | time: 0.077
I 06.29/15:20:05 solver.py:282 ] Epoch: [41/400][300/391] lr: 5.00e-04 | recon: 6.7173e-06 code: 2.4086e-02 total: 3.0803e-05 | time: 0.081
I 06.29/15:20:06 solver.py:282 ] Epoch: [41/400][320/391] lr: 5.00e-04 | recon: 6.7116e-06 code: 2.4069e-02 total: 3.0780e-05 | time: 0.080
I 06.29/15:20:07 solver.py:282 ] Epoch: [41/400][340/391] lr: 5.00e-04 | recon: 6.7167e-06 code: 2.4087e-02 total: 3.0803e-05 | time: 0.079
I 06.29/15:20:09 solver.py:282 ] Epoch: [41/400][360/391] lr: 5.00e-04 | recon: 6.7110e-06 code: 2.4082e-02 total: 3.0793e-05 | time: 0.079
I 06.29/15:20:11 solver.py:282 ] Epoch: [41/400][380/391] lr: 5.00e-04 | recon: 6.7105e-06 code: 2.4071e-02 total: 3.0781e-05 | time: 0.079
I 06.29/15:20:11 solver.py:318 ] => Train  Recon loss: 6.7024e-06 | Code loss: 2.4059e-02 | Total: 3.0762e-05 | adapter/rank=3.2000e+01 | adapter/gate_mean=3.5233e-01 | adapter/gate_std=1.5206e-02 | adapter/down_norm=9.2471e+00 | adapter/up_norm=2.4697e+00 | adapter/bias_norm=5.8509e-01 | adapter/W1_norm=8.5464e+01 | adapter/W2_norm=2.3588e+01 | adapter/lowrank_ratio=1.5548e+00 | adapter/mlp_ratio=1.9937e+00 | adapter/delta_ratio=1.4339e+00

I 06.29/15:20:11 solver.py:427 ] 
=! Best NMSE: -1.7934e+01 (epoch=40)

I 06.29/15:20:13 solver.py:282 ] Epoch: [42/400][20/391] lr: 5.00e-04 | recon: 6.3281e-06 code: 2.3313e-02 total: 2.9641e-05 | time: 0.084
I 06.29/15:20:14 solver.py:282 ] Epoch: [42/400][40/391] lr: 5.00e-04 | recon: 6.4350e-06 code: 2.3445e-02 total: 2.9880e-05 | time: 0.073
I 06.29/15:20:16 solver.py:282 ] Epoch: [42/400][60/391] lr: 5.00e-04 | recon: 6.4832e-06 code: 2.3596e-02 total: 3.0079e-05 | time: 0.074
I 06.29/15:20:17 solver.py:282 ] Epoch: [42/400][80/391] lr: 5.00e-04 | recon: 6.4925e-06 code: 2.3645e-02 total: 3.0137e-05 | time: 0.070
I 06.29/15:20:19 solver.py:282 ] Epoch: [42/400][100/391] lr: 5.00e-04 | recon: 6.4923e-06 code: 2.3663e-02 total: 3.0155e-05 | time: 0.076
I 06.29/15:20:21 solver.py:282 ] Epoch: [42/400][120/391] lr: 5.00e-04 | recon: 6.4982e-06 code: 2.3664e-02 total: 3.0162e-05 | time: 0.078
I 06.29/15:20:22 solver.py:282 ] Epoch: [42/400][140/391] lr: 5.00e-04 | recon: 6.5491e-06 code: 2.3700e-02 total: 3.0249e-05 | time: 0.078
I 06.29/15:20:24 solver.py:282 ] Epoch: [42/400][160/391] lr: 5.00e-04 | recon: 6.5463e-06 code: 2.3718e-02 total: 3.0264e-05 | time: 0.078
I 06.29/15:20:25 solver.py:282 ] Epoch: [42/400][180/391] lr: 5.00e-04 | recon: 6.5577e-06 code: 2.3729e-02 total: 3.0287e-05 | time: 0.076
I 06.29/15:20:27 solver.py:282 ] Epoch: [42/400][200/391] lr: 5.00e-04 | recon: 6.5655e-06 code: 2.3703e-02 total: 3.0269e-05 | time: 0.076
I 06.29/15:20:28 solver.py:282 ] Epoch: [42/400][220/391] lr: 5.00e-04 | recon: 6.5505e-06 code: 2.3666e-02 total: 3.0216e-05 | time: 0.077
I 06.29/15:20:30 solver.py:282 ] Epoch: [42/400][240/391] lr: 5.00e-04 | recon: 6.5526e-06 code: 2.3674e-02 total: 3.0226e-05 | time: 0.076
I 06.29/15:20:31 solver.py:282 ] Epoch: [42/400][260/391] lr: 5.00e-04 | recon: 6.5525e-06 code: 2.3698e-02 total: 3.0250e-05 | time: 0.077
I 06.29/15:20:33 solver.py:282 ] Epoch: [42/400][280/391] lr: 5.00e-04 | recon: 6.5444e-06 code: 2.3667e-02 total: 3.0212e-05 | time: 0.076
I 06.29/15:20:34 solver.py:282 ] Epoch: [42/400][300/391] lr: 5.00e-04 | recon: 6.5573e-06 code: 2.3691e-02 total: 3.0248e-05 | time: 0.076
I 06.29/15:20:36 solver.py:282 ] Epoch: [42/400][320/391] lr: 5.00e-04 | recon: 6.5594e-06 code: 2.3686e-02 total: 3.0246e-05 | time: 0.075
I 06.29/15:20:37 solver.py:282 ] Epoch: [42/400][340/391] lr: 5.00e-04 | recon: 6.5478e-06 code: 2.3653e-02 total: 3.0201e-05 | time: 0.075
I 06.29/15:20:39 solver.py:282 ] Epoch: [42/400][360/391] lr: 5.00e-04 | recon: 6.5450e-06 code: 2.3647e-02 total: 3.0192e-05 | time: 0.075
I 06.29/15:20:40 solver.py:282 ] Epoch: [42/400][380/391] lr: 5.00e-04 | recon: 6.5377e-06 code: 2.3634e-02 total: 3.0172e-05 | time: 0.074
I 06.29/15:20:40 solver.py:318 ] => Train  Recon loss: 6.5340e-06 | Code loss: 2.3619e-02 | Total: 3.0153e-05 | adapter/rank=3.2000e+01 | adapter/gate_mean=3.5320e-01 | adapter/gate_std=1.5065e-02 | adapter/down_norm=9.2688e+00 | adapter/up_norm=2.5256e+00 | adapter/bias_norm=6.0238e-01 | adapter/W1_norm=8.5569e+01 | adapter/W2_norm=2.3890e+01 | adapter/lowrank_ratio=1.5130e+00 | adapter/mlp_ratio=1.9942e+00 | adapter/delta_ratio=1.4425e+00

I 06.29/15:20:41 solver.py:427 ] 
=! Best NMSE: -1.7934e+01 (epoch=40)

I 06.29/15:20:42 solver.py:282 ] Epoch: [43/400][20/391] lr: 5.00e-04 | recon: 6.5907e-06 code: 2.3366e-02 total: 2.9957e-05 | time: 0.088
I 06.29/15:20:44 solver.py:282 ] Epoch: [43/400][40/391] lr: 5.00e-04 | recon: 6.5054e-06 code: 2.3466e-02 total: 2.9971e-05 | time: 0.078
I 06.29/15:20:45 solver.py:282 ] Epoch: [43/400][60/391] lr: 5.00e-04 | recon: 6.4519e-06 code: 2.3348e-02 total: 2.9800e-05 | time: 0.078
I 06.29/15:20:47 solver.py:282 ] Epoch: [43/400][80/391] lr: 5.00e-04 | recon: 6.4423e-06 code: 2.3329e-02 total: 2.9772e-05 | time: 0.076
I 06.29/15:20:48 solver.py:282 ] Epoch: [43/400][100/391] lr: 5.00e-04 | recon: 6.4353e-06 code: 2.3299e-02 total: 2.9734e-05 | time: 0.076
I 06.29/15:20:50 solver.py:282 ] Epoch: [43/400][120/391] lr: 5.00e-04 | recon: 6.4116e-06 code: 2.3294e-02 total: 2.9706e-05 | time: 0.077
I 06.29/15:20:51 solver.py:282 ] Epoch: [43/400][140/391] lr: 5.00e-04 | recon: 6.3856e-06 code: 2.3252e-02 total: 2.9638e-05 | time: 0.074
I 06.29/15:20:53 solver.py:282 ] Epoch: [43/400][160/391] lr: 5.00e-04 | recon: 6.3802e-06 code: 2.3248e-02 total: 2.9628e-05 | time: 0.075
I 06.29/15:20:54 solver.py:282 ] Epoch: [43/400][180/391] lr: 5.00e-04 | recon: 6.3979e-06 code: 2.3271e-02 total: 2.9669e-05 | time: 0.074
I 06.29/15:20:56 solver.py:282 ] Epoch: [43/400][200/391] lr: 5.00e-04 | recon: 6.4362e-06 code: 2.3295e-02 total: 2.9731e-05 | time: 0.074
I 06.29/15:20:57 solver.py:282 ] Epoch: [43/400][220/391] lr: 5.00e-04 | recon: 6.4519e-06 code: 2.3305e-02 total: 2.9757e-05 | time: 0.076
I 06.29/15:20:58 solver.py:282 ] Epoch: [43/400][240/391] lr: 5.00e-04 | recon: 6.4369e-06 code: 2.3266e-02 total: 2.9703e-05 | time: 0.074
I 06.29/15:21:01 solver.py:282 ] Epoch: [43/400][260/391] lr: 5.00e-04 | recon: 6.4255e-06 code: 2.3246e-02 total: 2.9671e-05 | time: 0.079
I 06.29/15:21:04 solver.py:282 ] Epoch: [43/400][280/391] lr: 5.00e-04 | recon: 6.4110e-06 code: 2.3204e-02 total: 2.9615e-05 | time: 0.083
I 06.29/15:21:06 solver.py:282 ] Epoch: [43/400][300/391] lr: 5.00e-04 | recon: 6.3990e-06 code: 2.3173e-02 total: 2.9572e-05 | time: 0.083
I 06.29/15:21:07 solver.py:282 ] Epoch: [43/400][320/391] lr: 5.00e-04 | recon: 6.3881e-06 code: 2.3149e-02 total: 2.9537e-05 | time: 0.081
I 06.29/15:21:08 solver.py:282 ] Epoch: [43/400][340/391] lr: 5.00e-04 | recon: 6.3853e-06 code: 2.3149e-02 total: 2.9534e-05 | time: 0.081
I 06.29/15:21:09 solver.py:282 ] Epoch: [43/400][360/391] lr: 5.00e-04 | recon: 6.3856e-06 code: 2.3142e-02 total: 2.9528e-05 | time: 0.080
I 06.29/15:21:11 solver.py:282 ] Epoch: [43/400][380/391] lr: 5.00e-04 | recon: 6.3782e-06 code: 2.3120e-02 total: 2.9498e-05 | time: 0.079
I 06.29/15:21:11 solver.py:318 ] => Train  Recon loss: 6.3787e-06 | Code loss: 2.3124e-02 | Total: 2.9503e-05 | adapter/rank=3.2000e+01 | adapter/gate_mean=3.5420e-01 | adapter/gate_std=1.5023e-02 | adapter/down_norm=9.2882e+00 | adapter/up_norm=2.5800e+00 | adapter/bias_norm=6.1821e-01 | adapter/W1_norm=8.5673e+01 | adapter/W2_norm=2.4193e+01 | adapter/lowrank_ratio=1.5905e+00 | adapter/mlp_ratio=2.0285e+00 | adapter/delta_ratio=1.4330e+00

I 06.29/15:21:11 solver.py:427 ] 
=! Best NMSE: -1.7934e+01 (epoch=40)

I 06.29/15:21:12 solver.py:282 ] Epoch: [44/400][20/391] lr: 5.00e-04 | recon: 6.3562e-06 code: 2.3036e-02 total: 2.9392e-05 | time: 0.057
I 06.29/15:21:14 solver.py:282 ] Epoch: [44/400][40/391] lr: 5.00e-04 | recon: 6.2497e-06 code: 2.2743e-02 total: 2.8993e-05 | time: 0.064
I 06.29/15:21:15 solver.py:282 ] Epoch: [44/400][60/391] lr: 5.00e-04 | recon: 6.2519e-06 code: 2.2768e-02 total: 2.9020e-05 | time: 0.061
I 06.29/15:21:16 solver.py:282 ] Epoch: [44/400][80/391] lr: 5.00e-04 | recon: 6.2381e-06 code: 2.2709e-02 total: 2.8947e-05 | time: 0.064
I 06.29/15:21:17 solver.py:282 ] Epoch: [44/400][100/391] lr: 5.00e-04 | recon: 6.2016e-06 code: 2.2607e-02 total: 2.8809e-05 | time: 0.061
I 06.29/15:21:19 solver.py:282 ] Epoch: [44/400][120/391] lr: 5.00e-04 | recon: 6.1839e-06 code: 2.2578e-02 total: 2.8762e-05 | time: 0.063
I 06.29/15:21:20 solver.py:282 ] Epoch: [44/400][140/391] lr: 5.00e-04 | recon: 6.2107e-06 code: 2.2664e-02 total: 2.8874e-05 | time: 0.062
I 06.29/15:21:21 solver.py:282 ] Epoch: [44/400][160/391] lr: 5.00e-04 | recon: 6.2273e-06 code: 2.2716e-02 total: 2.8943e-05 | time: 0.062
I 06.29/15:21:22 solver.py:282 ] Epoch: [44/400][180/391] lr: 5.00e-04 | recon: 6.2133e-06 code: 2.2680e-02 total: 2.8894e-05 | time: 0.061
I 06.29/15:21:24 solver.py:282 ] Epoch: [44/400][200/391] lr: 5.00e-04 | recon: 6.1981e-06 code: 2.2658e-02 total: 2.8856e-05 | time: 0.061
I 06.29/15:21:25 solver.py:282 ] Epoch: [44/400][220/391] lr: 5.00e-04 | recon: 6.1929e-06 code: 2.2627e-02 total: 2.8820e-05 | time: 0.062
I 06.29/15:21:26 solver.py:282 ] Epoch: [44/400][240/391] lr: 5.00e-04 | recon: 6.2017e-06 code: 2.2664e-02 total: 2.8866e-05 | time: 0.062
I 06.29/15:21:28 solver.py:282 ] Epoch: [44/400][260/391] lr: 5.00e-04 | recon: 6.2074e-06 code: 2.2710e-02 total: 2.8918e-05 | time: 0.062
I 06.29/15:21:29 solver.py:282 ] Epoch: [44/400][280/391] lr: 5.00e-04 | recon: 6.2243e-06 code: 2.2746e-02 total: 2.8971e-05 | time: 0.062
I 06.29/15:21:30 solver.py:282 ] Epoch: [44/400][300/391] lr: 5.00e-04 | recon: 6.2185e-06 code: 2.2747e-02 total: 2.8966e-05 | time: 0.063
I 06.29/15:21:31 solver.py:282 ] Epoch: [44/400][320/391] lr: 5.00e-04 | recon: 6.2076e-06 code: 2.2725e-02 total: 2.8933e-05 | time: 0.063
I 06.29/15:21:33 solver.py:282 ] Epoch: [44/400][340/391] lr: 5.00e-04 | recon: 6.2156e-06 code: 2.2730e-02 total: 2.8946e-05 | time: 0.063
I 06.29/15:21:34 solver.py:282 ] Epoch: [44/400][360/391] lr: 5.00e-04 | recon: 6.2187e-06 code: 2.2745e-02 total: 2.8964e-05 | time: 0.063
I 06.29/15:21:35 solver.py:282 ] Epoch: [44/400][380/391] lr: 5.00e-04 | recon: 6.2162e-06 code: 2.2727e-02 total: 2.8944e-05 | time: 0.063
I 06.29/15:21:36 solver.py:318 ] => Train  Recon loss: 6.2155e-06 | Code loss: 2.2726e-02 | Total: 2.8942e-05 | adapter/rank=3.2000e+01 | adapter/gate_mean=3.5499e-01 | adapter/gate_std=1.4827e-02 | adapter/down_norm=9.3072e+00 | adapter/up_norm=2.6351e+00 | adapter/bias_norm=6.3338e-01 | adapter/W1_norm=8.5773e+01 | adapter/W2_norm=2.4493e+01 | adapter/lowrank_ratio=1.5924e+00 | adapter/mlp_ratio=2.0431e+00 | adapter/delta_ratio=1.4427e+00

I 06.29/15:21:36 solver.py:427 ] 
=! Best NMSE: -1.7934e+01 (epoch=40)

I 06.29/15:21:37 solver.py:282 ] Epoch: [45/400][20/391] lr: 5.00e-04 | recon: 6.0216e-06 code: 2.2194e-02 total: 2.8216e-05 | time: 0.068
I 06.29/15:21:39 solver.py:282 ] Epoch: [45/400][40/391] lr: 5.00e-04 | recon: 5.9903e-06 code: 2.2153e-02 total: 2.8143e-05 | time: 0.061
I 06.29/15:21:40 solver.py:282 ] Epoch: [45/400][60/391] lr: 5.00e-04 | recon: 5.9994e-06 code: 2.2192e-02 total: 2.8192e-05 | time: 0.063
I 06.29/15:21:41 solver.py:282 ] Epoch: [45/400][80/391] lr: 5.00e-04 | recon: 5.9948e-06 code: 2.2190e-02 total: 2.8185e-05 | time: 0.068
I 06.29/15:21:43 solver.py:282 ] Epoch: [45/400][100/391] lr: 5.00e-04 | recon: 5.9947e-06 code: 2.2224e-02 total: 2.8219e-05 | time: 0.067
I 06.29/15:21:44 solver.py:282 ] Epoch: [45/400][120/391] lr: 5.00e-04 | recon: 6.0430e-06 code: 2.2285e-02 total: 2.8328e-05 | time: 0.070
I 06.29/15:21:46 solver.py:282 ] Epoch: [45/400][140/391] lr: 5.00e-04 | recon: 6.0817e-06 code: 2.2382e-02 total: 2.8464e-05 | time: 0.069
I 06.29/15:21:48 solver.py:282 ] Epoch: [45/400][160/391] lr: 5.00e-04 | recon: 6.0993e-06 code: 2.2372e-02 total: 2.8471e-05 | time: 0.072
I 06.29/15:21:49 solver.py:282 ] Epoch: [45/400][180/391] lr: 5.00e-04 | recon: 6.1031e-06 code: 2.2358e-02 total: 2.8461e-05 | time: 0.073
I 06.29/15:21:50 solver.py:282 ] Epoch: [45/400][200/391] lr: 5.00e-04 | recon: 6.1086e-06 code: 2.2352e-02 total: 2.8460e-05 | time: 0.072
I 06.29/15:21:52 solver.py:282 ] Epoch: [45/400][220/391] lr: 5.00e-04 | recon: 6.1220e-06 code: 2.2373e-02 total: 2.8495e-05 | time: 0.072
I 06.29/15:21:53 solver.py:282 ] Epoch: [45/400][240/391] lr: 5.00e-04 | recon: 6.1270e-06 code: 2.2386e-02 total: 2.8513e-05 | time: 0.071
I 06.29/15:21:55 solver.py:282 ] Epoch: [45/400][260/391] lr: 5.00e-04 | recon: 6.1258e-06 code: 2.2384e-02 total: 2.8510e-05 | time: 0.071
I 06.29/15:21:56 solver.py:282 ] Epoch: [45/400][280/391] lr: 5.00e-04 | recon: 6.1286e-06 code: 2.2390e-02 total: 2.8518e-05 | time: 0.070
I 06.29/15:21:57 solver.py:282 ] Epoch: [45/400][300/391] lr: 5.00e-04 | recon: 6.1351e-06 code: 2.2413e-02 total: 2.8548e-05 | time: 0.070
I 06.29/15:21:58 solver.py:282 ] Epoch: [45/400][320/391] lr: 5.00e-04 | recon: 6.1315e-06 code: 2.2406e-02 total: 2.8538e-05 | time: 0.070
I 06.29/15:22:00 solver.py:282 ] Epoch: [45/400][340/391] lr: 5.00e-04 | recon: 6.1217e-06 code: 2.2400e-02 total: 2.8522e-05 | time: 0.069
I 06.29/15:22:02 solver.py:282 ] Epoch: [45/400][360/391] lr: 5.00e-04 | recon: 6.1106e-06 code: 2.2377e-02 total: 2.8487e-05 | time: 0.072
I 06.29/15:22:04 solver.py:282 ] Epoch: [45/400][380/391] lr: 5.00e-04 | recon: 6.1082e-06 code: 2.2380e-02 total: 2.8488e-05 | time: 0.075
I 06.29/15:22:05 solver.py:318 ] => Train  Recon loss: 6.1053e-06 | Code loss: 2.2381e-02 | Total: 2.8486e-05 | adapter/rank=3.2000e+01 | adapter/gate_mean=3.5571e-01 | adapter/gate_std=1.4756e-02 | adapter/down_norm=9.3261e+00 | adapter/up_norm=2.6909e+00 | adapter/bias_norm=6.4790e-01 | adapter/W1_norm=8.5871e+01 | adapter/W2_norm=2.4796e+01 | adapter/lowrank_ratio=1.5865e+00 | adapter/mlp_ratio=2.0186e+00 | adapter/delta_ratio=1.4404e+00

I 06.29/15:22:05 solver.py:427 ] 
=! Best NMSE: -1.7934e+01 (epoch=40)

I 06.29/15:22:07 solver.py:282 ] Epoch: [46/400][20/391] lr: 5.00e-04 | recon: 5.8269e-06 code: 2.1962e-02 total: 2.7789e-05 | time: 0.066
I 06.29/15:22:08 solver.py:282 ] Epoch: [46/400][40/391] lr: 5.00e-04 | recon: 5.8421e-06 code: 2.1895e-02 total: 2.7738e-05 | time: 0.069
I 06.29/15:22:09 solver.py:282 ] Epoch: [46/400][60/391] lr: 5.00e-04 | recon: 5.8788e-06 code: 2.1929e-02 total: 2.7808e-05 | time: 0.068
I 06.29/15:22:11 solver.py:282 ] Epoch: [46/400][80/391] lr: 5.00e-04 | recon: 5.8796e-06 code: 2.1947e-02 total: 2.7826e-05 | time: 0.066
I 06.29/15:22:12 solver.py:282 ] Epoch: [46/400][100/391] lr: 5.00e-04 | recon: 5.8718e-06 code: 2.1961e-02 total: 2.7833e-05 | time: 0.067
I 06.29/15:22:13 solver.py:282 ] Epoch: [46/400][120/391] lr: 5.00e-04 | recon: 5.8475e-06 code: 2.1869e-02 total: 2.7717e-05 | time: 0.065
I 06.29/15:22:15 solver.py:282 ] Epoch: [46/400][140/391] lr: 5.00e-04 | recon: 5.8634e-06 code: 2.1863e-02 total: 2.7726e-05 | time: 0.066
I 06.29/15:22:16 solver.py:282 ] Epoch: [46/400][160/391] lr: 5.00e-04 | recon: 5.8769e-06 code: 2.1872e-02 total: 2.7749e-05 | time: 0.065
I 06.29/15:22:17 solver.py:282 ] Epoch: [46/400][180/391] lr: 5.00e-04 | recon: 5.8681e-06 code: 2.1823e-02 total: 2.7691e-05 | time: 0.066
I 06.29/15:22:18 solver.py:282 ] Epoch: [46/400][200/391] lr: 5.00e-04 | recon: 5.8879e-06 code: 2.1802e-02 total: 2.7690e-05 | time: 0.064
I 06.29/15:22:19 solver.py:282 ] Epoch: [46/400][220/391] lr: 5.00e-04 | recon: 5.8951e-06 code: 2.1811e-02 total: 2.7706e-05 | time: 0.064
I 06.29/15:22:21 solver.py:282 ] Epoch: [46/400][240/391] lr: 5.00e-04 | recon: 5.8978e-06 code: 2.1812e-02 total: 2.7710e-05 | time: 0.064
I 06.29/15:22:22 solver.py:282 ] Epoch: [46/400][260/391] lr: 5.00e-04 | recon: 5.9168e-06 code: 2.1873e-02 total: 2.7790e-05 | time: 0.064
I 06.29/15:22:23 solver.py:282 ] Epoch: [46/400][280/391] lr: 5.00e-04 | recon: 5.9291e-06 code: 2.1900e-02 total: 2.7830e-05 | time: 0.064
I 06.29/15:22:24 solver.py:282 ] Epoch: [46/400][300/391] lr: 5.00e-04 | recon: 5.9367e-06 code: 2.1924e-02 total: 2.7861e-05 | time: 0.064
I 06.29/15:22:25 solver.py:282 ] Epoch: [46/400][320/391] lr: 5.00e-04 | recon: 5.9436e-06 code: 2.1946e-02 total: 2.7889e-05 | time: 0.063
