I 05.31/07:01:20 main.py:23  ] => Experiment directory: /storage/hujiacong/zxd/Huawei/UniversalCSI/exps/seed42/COST2100/in/convnext_transnet/base
I 05.31/07:01:20 main.py:24  ] => PyTorch Version: 2.5.1
I 05.31/07:01:20 init.py:13  ] Random seed set to 42
I 05.31/07:01:20 init.py:53  ] Running on GPU 0
I 05.31/07:01:32 init.py:88  ] => Model Name: UniversalCSI [pretrained: None]
I 05.31/07:01:32 init.py:89  ] => Model Config: compression ratio=1/4; encoder=convnext; decoder=transnet; code_adapter=False; input shape=(2, 32, 32); input dim=2048
I 05.31/07:01:32 init.py:95  ] => Model Flops: 2.9037e+01M
I 05.31/07:01:32 init.py:96  ] => Model Params Num: 3.7457e+00M

I 05.31/07:01:32 init.py:97  ] 
**********
UniversalCSIModel(
  (encoder): ConvNeXtCsiEncoder(
    (features): Sequential(
      (stem): Conv2d(2, 16, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1))
      (stage1_block1): ConvNeXtBlock(
        (dwconv): Conv2d(16, 16, kernel_size=(7, 7), stride=(1, 1), padding=(3, 3), groups=16)
        (norm): GroupNorm(1, 16, eps=1e-05, affine=True)
        (pwconv): Sequential(
          (conv1): Conv2d(16, 64, kernel_size=(1, 1), stride=(1, 1))
          (gelu): GELU(approximate='none')
          (conv2): Conv2d(64, 16, kernel_size=(1, 1), stride=(1, 1))
        )
      )
      (down1): Conv2d(16, 32, kernel_size=(2, 2), stride=(2, 2))
      (stage2_block1): ConvNeXtBlock(
        (dwconv): Conv2d(32, 32, kernel_size=(7, 7), stride=(1, 1), padding=(3, 3), groups=32)
        (norm): GroupNorm(1, 32, eps=1e-05, affine=True)
        (pwconv): Sequential(
          (conv1): Conv2d(32, 128, kernel_size=(1, 1), stride=(1, 1))
          (gelu): GELU(approximate='none')
          (conv2): Conv2d(128, 32, kernel_size=(1, 1), stride=(1, 1))
        )
      )
      (down2): Conv2d(32, 64, kernel_size=(2, 2), stride=(2, 2))
      (stage3_block1): ConvNeXtBlock(
        (dwconv): Conv2d(64, 64, kernel_size=(7, 7), stride=(1, 1), padding=(3, 3), groups=64)
        (norm): GroupNorm(1, 64, eps=1e-05, affine=True)
        (pwconv): Sequential(
          (conv1): Conv2d(64, 256, kernel_size=(1, 1), stride=(1, 1))
          (gelu): GELU(approximate='none')
          (conv2): Conv2d(256, 64, kernel_size=(1, 1), stride=(1, 1))
        )
      )
    )
    (head_norm): LayerNorm((4096,), eps=1e-05, elementwise_affine=True)
    (fc): Linear(in_features=4096, out_features=512, bias=True)
  )
  (code_adapter): CodeAdapter(
    (net): Identity()
  )
  (decoder): TransNetDecoder(
    (fc_decoder): Linear(in_features=512, out_features=2048, bias=True)
    (decoder): TransformerDecoder(
      (layers): ModuleList(
        (0-1): 2 x TransformerDecoderLayer(
          (self_attn): MultiheadAttention(
            (out_proj): NonDynamicallyQuantizableLinear(in_features=64, out_features=64, bias=True)
          )
          (multihead_attn): MultiheadAttention(
            (out_proj): NonDynamicallyQuantizableLinear(in_features=64, out_features=64, bias=True)
          )
          (linear1): Linear(in_features=64, out_features=2048, bias=True)
          (dropout): Dropout(p=0.0, inplace=False)
          (linear2): Linear(in_features=2048, out_features=64, bias=True)
          (norm1): LayerNorm((64,), eps=1e-05, elementwise_affine=True)
          (norm2): LayerNorm((64,), eps=1e-05, elementwise_affine=True)
          (norm3): LayerNorm((64,), eps=1e-05, elementwise_affine=True)
          (dropout1): Dropout(p=0.0, inplace=False)
          (dropout2): Dropout(p=0.0, inplace=False)
          (dropout3): Dropout(p=0.0, inplace=False)
        )
      )
      (norm): LayerNorm((64,), eps=1e-05, elementwise_affine=True)
    )
  )
)
**********

I 05.31/07:01:32 init.py:33  ] 
I 05.31/07:02:32 solver.py:136 ] Epoch: [1/400][240/500] lr: 2.40e-06 | MSE loss: 9.9999e-01 | time: 0.240
I 05.31/07:02:37 solver.py:136 ] Epoch: [1/400][260/500] lr: 2.60e-06 | MSE loss: 9.9990e-01 | time: 0.242
I 05.31/07:02:41 solver.py:136 ] Epoch: [1/400][280/500] lr: 2.80e-06 | MSE loss: 9.9981e-01 | time: 0.238
I 05.31/07:02:45 solver.py:136 ] Epoch: [1/400][300/500] lr: 3.00e-06 | MSE loss: 9.9972e-01 | time: 0.235
I 05.31/07:02:49 solver.py:136 ] Epoch: [1/400][320/500] lr: 3.20e-06 | MSE loss: 9.9961e-01 | time: 0.233
I 05.31/07:02:54 solver.py:136 ] Epoch: [1/400][340/500] lr: 3.40e-06 | MSE loss: 9.9949e-01 | time: 0.234
I 05.31/07:02:59 solver.py:136 ] Epoch: [1/400][360/500] lr: 3.60e-06 | MSE loss: 9.9935e-01 | time: 0.234
I 05.31/07:03:05 solver.py:136 ] Epoch: [1/400][380/500] lr: 3.80e-06 | MSE loss: 9.9921e-01 | time: 0.239
I 05.31/07:03:10 solver.py:136 ] Epoch: [1/400][400/500] lr: 4.00e-06 | MSE loss: 9.9905e-01 | time: 0.239
I 05.31/07:03:15 solver.py:136 ] Epoch: [1/400][420/500] lr: 4.20e-06 | MSE loss: 9.9888e-01 | time: 0.239
I 05.31/07:03:20 solver.py:136 ] Epoch: [1/400][440/500] lr: 4.40e-06 | MSE loss: 9.9870e-01 | time: 0.239
I 05.31/07:03:24 solver.py:136 ] Epoch: [1/400][460/500] lr: 4.60e-06 | MSE loss: 9.9852e-01 | time: 0.239
I 05.31/07:03:29 solver.py:136 ] Epoch: [1/400][480/500] lr: 4.80e-06 | MSE loss: 9.9832e-01 | time: 0.238
I 05.31/07:03:34 solver.py:136 ] Epoch: [1/400][500/500] lr: 5.00e-06 | MSE loss: 9.9810e-01 | time: 0.238
I 05.31/07:03:34 solver.py:146 ] => Train  Loss: 9.9810e-01

I 05.31/07:03:39 solver.py:136 ] Epoch: [2/400][20/500] lr: 5.20e-06 | MSE loss: 9.9229e-01 | time: 0.242
I 05.31/07:03:44 solver.py:136 ] Epoch: [2/400][40/500] lr: 5.40e-06 | MSE loss: 9.9194e-01 | time: 0.249
I 05.31/07:03:48 solver.py:136 ] Epoch: [2/400][60/500] lr: 5.60e-06 | MSE loss: 9.9157e-01 | time: 0.243
I 05.31/07:03:54 solver.py:136 ] Epoch: [2/400][80/500] lr: 5.80e-06 | MSE loss: 9.9118e-01 | time: 0.255
I 05.31/07:04:00 solver.py:136 ] Epoch: [2/400][100/500] lr: 6.00e-06 | MSE loss: 9.9078e-01 | time: 0.262
I 05.31/07:04:06 solver.py:136 ] Epoch: [2/400][120/500] lr: 6.20e-06 | MSE loss: 9.9036e-01 | time: 0.270
I 05.31/07:04:11 solver.py:136 ] Epoch: [2/400][140/500] lr: 6.40e-06 | MSE loss: 9.8994e-01 | time: 0.265
I 05.31/07:04:16 solver.py:136 ] Epoch: [2/400][160/500] lr: 6.60e-06 | MSE loss: 9.8951e-01 | time: 0.263
I 05.31/07:04:21 solver.py:136 ] Epoch: [2/400][180/500] lr: 6.80e-06 | MSE loss: 9.8906e-01 | time: 0.259
I 05.31/07:04:25 solver.py:136 ] Epoch: [2/400][200/500] lr: 7.00e-06 | MSE loss: 9.8861e-01 | time: 0.256
I 05.31/07:04:29 solver.py:136 ] Epoch: [2/400][220/500] lr: 7.20e-06 | MSE loss: 9.8814e-01 | time: 0.252
I 05.31/07:04:34 solver.py:136 ] Epoch: [2/400][240/500] lr: 7.40e-06 | MSE loss: 9.8766e-01 | time: 0.250
I 05.31/07:04:38 solver.py:136 ] Epoch: [2/400][260/500] lr: 7.60e-06 | MSE loss: 9.8717e-01 | time: 0.248
I 05.31/07:04:43 solver.py:136 ] Epoch: [2/400][280/500] lr: 7.80e-06 | MSE loss: 9.8666e-01 | time: 0.246
I 05.31/07:04:46 solver.py:136 ] Epoch: [2/400][300/500] lr: 8.00e-06 | MSE loss: 9.8614e-01 | time: 0.242
I 05.31/07:04:51 solver.py:136 ] Epoch: [2/400][320/500] lr: 8.20e-06 | MSE loss: 9.8561e-01 | time: 0.242
I 05.31/07:04:56 solver.py:136 ] Epoch: [2/400][340/500] lr: 8.40e-06 | MSE loss: 9.8505e-01 | time: 0.241
I 05.31/07:05:01 solver.py:136 ] Epoch: [2/400][360/500] lr: 8.60e-06 | MSE loss: 9.8449e-01 | time: 0.242
I 05.31/07:05:07 solver.py:136 ] Epoch: [2/400][380/500] lr: 8.80e-06 | MSE loss: 9.8391e-01 | time: 0.245
I 05.31/07:05:12 solver.py:136 ] Epoch: [2/400][400/500] lr: 9.00e-06 | MSE loss: 9.8333e-01 | time: 0.246
I 05.31/07:05:16 solver.py:136 ] Epoch: [2/400][420/500] lr: 9.20e-06 | MSE loss: 9.8273e-01 | time: 0.243
I 05.31/07:05:21 solver.py:136 ] Epoch: [2/400][440/500] lr: 9.40e-06 | MSE loss: 9.8213e-01 | time: 0.243
I 05.31/07:05:25 solver.py:136 ] Epoch: [2/400][460/500] lr: 9.60e-06 | MSE loss: 9.8152e-01 | time: 0.241
I 05.31/07:05:29 solver.py:136 ] Epoch: [2/400][480/500] lr: 9.80e-06 | MSE loss: 9.8091e-01 | time: 0.241
I 05.31/07:05:34 solver.py:136 ] Epoch: [2/400][500/500] lr: 1.00e-05 | MSE loss: 9.8030e-01 | time: 0.240
I 05.31/07:05:34 solver.py:146 ] => Train  Loss: 9.8030e-01

I 05.31/07:05:39 solver.py:136 ] Epoch: [3/400][20/500] lr: 1.02e-05 | MSE loss: 9.6439e-01 | time: 0.227
I 05.31/07:05:43 solver.py:136 ] Epoch: [3/400][40/500] lr: 1.04e-05 | MSE loss: 9.6382e-01 | time: 0.214
I 05.31/07:05:47 solver.py:136 ] Epoch: [3/400][60/500] lr: 1.06e-05 | MSE loss: 9.6325e-01 | time: 0.210
I 05.31/07:05:52 solver.py:136 ] Epoch: [3/400][80/500] lr: 1.08e-05 | MSE loss: 9.6270e-01 | time: 0.214
I 05.31/07:05:56 solver.py:136 ] Epoch: [3/400][100/500] lr: 1.10e-05 | MSE loss: 9.6214e-01 | time: 0.217
I 05.31/07:06:01 solver.py:136 ] Epoch: [3/400][120/500] lr: 1.12e-05 | MSE loss: 9.6161e-01 | time: 0.221
I 05.31/07:06:08 solver.py:136 ] Epoch: [3/400][140/500] lr: 1.14e-05 | MSE loss: 9.6108e-01 | time: 0.236
I 05.31/07:06:12 solver.py:136 ] Epoch: [3/400][160/500] lr: 1.16e-05 | MSE loss: 9.6055e-01 | time: 0.232
I 05.31/07:06:16 solver.py:136 ] Epoch: [3/400][180/500] lr: 1.18e-05 | MSE loss: 9.6004e-01 | time: 0.230
I 05.31/07:06:20 solver.py:136 ] Epoch: [3/400][200/500] lr: 1.20e-05 | MSE loss: 9.5952e-01 | time: 0.229
I 05.31/07:06:23 solver.py:136 ] Epoch: [3/400][220/500] lr: 1.22e-05 | MSE loss: 9.5901e-01 | time: 0.220
I 05.31/07:06:27 solver.py:136 ] Epoch: [3/400][240/500] lr: 1.24e-05 | MSE loss: 9.5850e-01 | time: 0.219
I 05.31/07:06:31 solver.py:136 ] Epoch: [3/400][260/500] lr: 1.26e-05 | MSE loss: 9.5798e-01 | time: 0.216
I 05.31/07:06:34 solver.py:136 ] Epoch: [3/400][280/500] lr: 1.28e-05 | MSE loss: 9.5747e-01 | time: 0.214
I 05.31/07:06:39 solver.py:136 ] Epoch: [3/400][300/500] lr: 1.30e-05 | MSE loss: 9.5698e-01 | time: 0.215
I 05.31/07:06:43 solver.py:136 ] Epoch: [3/400][320/500] lr: 1.32e-05 | MSE loss: 9.5648e-01 | time: 0.215
I 05.31/07:06:48 solver.py:136 ] Epoch: [3/400][340/500] lr: 1.34e-05 | MSE loss: 9.5598e-01 | time: 0.215
I 05.31/07:06:52 solver.py:136 ] Epoch: [3/400][360/500] lr: 1.36e-05 | MSE loss: 9.5548e-01 | time: 0.214
I 05.31/07:06:56 solver.py:136 ] Epoch: [3/400][380/500] lr: 1.38e-05 | MSE loss: 9.5498e-01 | time: 0.214
I 05.31/07:07:01 solver.py:136 ] Epoch: [3/400][400/500] lr: 1.40e-05 | MSE loss: 9.5449e-01 | time: 0.216
I 05.31/07:07:07 solver.py:136 ] Epoch: [3/400][420/500] lr: 1.42e-05 | MSE loss: 9.5400e-01 | time: 0.221
I 05.31/07:07:11 solver.py:136 ] Epoch: [3/400][440/500] lr: 1.44e-05 | MSE loss: 9.5351e-01 | time: 0.220
I 05.31/07:07:16 solver.py:136 ] Epoch: [3/400][460/500] lr: 1.46e-05 | MSE loss: 9.5302e-01 | time: 0.220
I 05.31/07:07:20 solver.py:136 ] Epoch: [3/400][480/500] lr: 1.48e-05 | MSE loss: 9.5253e-01 | time: 0.219
I 05.31/07:07:24 solver.py:136 ] Epoch: [3/400][500/500] lr: 1.50e-05 | MSE loss: 9.5205e-01 | time: 0.220
I 05.31/07:07:24 solver.py:146 ] => Train  Loss: 9.5205e-01

I 05.31/07:07:30 solver.py:136 ] Epoch: [4/400][20/500] lr: 1.52e-05 | MSE loss: 9.3938e-01 | time: 0.226
I 05.31/07:07:34 solver.py:136 ] Epoch: [4/400][40/500] lr: 1.54e-05 | MSE loss: 9.3881e-01 | time: 0.224
I 05.31/07:07:39 solver.py:136 ] Epoch: [4/400][60/500] lr: 1.56e-05 | MSE loss: 9.3830e-01 | time: 0.229
I 05.31/07:07:43 solver.py:136 ] Epoch: [4/400][80/500] lr: 1.58e-05 | MSE loss: 9.3780e-01 | time: 0.227
I 05.31/07:07:48 solver.py:136 ] Epoch: [4/400][100/500] lr: 1.60e-05 | MSE loss: 9.3728e-01 | time: 0.225
I 05.31/07:07:52 solver.py:136 ] Epoch: [4/400][120/500] lr: 1.62e-05 | MSE loss: 9.3677e-01 | time: 0.227
I 05.31/07:07:57 solver.py:136 ] Epoch: [4/400][140/500] lr: 1.64e-05 | MSE loss: 9.3627e-01 | time: 0.225
I 05.31/07:08:03 solver.py:136 ] Epoch: [4/400][160/500] lr: 1.66e-05 | MSE loss: 9.3576e-01 | time: 0.234
I 05.31/07:08:08 solver.py:136 ] Epoch: [4/400][180/500] lr: 1.68e-05 | MSE loss: 9.3525e-01 | time: 0.237
I 05.31/07:08:12 solver.py:136 ] Epoch: [4/400][200/500] lr: 1.70e-05 | MSE loss: 9.3474e-01 | time: 0.235
I 05.31/07:08:17 solver.py:136 ] Epoch: [4/400][220/500] lr: 1.72e-05 | MSE loss: 9.3422e-01 | time: 0.235
I 05.31/07:08:22 solver.py:136 ] Epoch: [4/400][240/500] lr: 1.74e-05 | MSE loss: 9.3370e-01 | time: 0.236
I 05.31/07:08:27 solver.py:136 ] Epoch: [4/400][260/500] lr: 1.76e-05 | MSE loss: 9.3319e-01 | time: 0.236
I 05.31/07:08:31 solver.py:136 ] Epoch: [4/400][280/500] lr: 1.78e-05 | MSE loss: 9.3266e-01 | time: 0.236
I 05.31/07:08:35 solver.py:136 ] Epoch: [4/400][300/500] lr: 1.80e-05 | MSE loss: 9.3213e-01 | time: 0.234
I 05.31/07:08:40 solver.py:136 ] Epoch: [4/400][320/500] lr: 1.82e-05 | MSE loss: 9.3160e-01 | time: 0.233
I 05.31/07:08:44 solver.py:136 ] Epoch: [4/400][340/500] lr: 1.84e-05 | MSE loss: 9.3107e-01 | time: 0.231
I 05.31/07:08:49 solver.py:136 ] Epoch: [4/400][360/500] lr: 1.86e-05 | MSE loss: 9.3054e-01 | time: 0.232
I 05.31/07:08:53 solver.py:136 ] Epoch: [4/400][380/500] lr: 1.88e-05 | MSE loss: 9.3000e-01 | time: 0.232
I 05.31/07:08:58 solver.py:136 ] Epoch: [4/400][400/500] lr: 1.90e-05 | MSE loss: 9.2947e-01 | time: 0.232
I 05.31/07:09:05 solver.py:136 ] Epoch: [4/400][420/500] lr: 1.92e-05 | MSE loss: 9.2893e-01 | time: 0.237
I 05.31/07:09:10 solver.py:136 ] Epoch: [4/400][440/500] lr: 1.94e-05 | MSE loss: 9.2839e-01 | time: 0.237
I 05.31/07:09:14 solver.py:136 ] Epoch: [4/400][460/500] lr: 1.96e-05 | MSE loss: 9.2784e-01 | time: 0.236
I 05.31/07:09:18 solver.py:136 ] Epoch: [4/400][480/500] lr: 1.98e-05 | MSE loss: 9.2730e-01 | time: 0.235
I 05.31/07:09:20 solver.py:136 ] Epoch: [4/400][500/500] lr: 2.00e-05 | MSE loss: 9.2675e-01 | time: 0.231
I 05.31/07:09:20 solver.py:146 ] => Train  Loss: 9.2675e-01

I 05.31/07:09:25 solver.py:136 ] Epoch: [5/400][20/500] lr: 2.02e-05 | MSE loss: 9.1251e-01 | time: 0.217
I 05.31/07:09:29 solver.py:136 ] Epoch: [5/400][40/500] lr: 2.04e-05 | MSE loss: 9.1191e-01 | time: 0.203
I 05.31/07:09:33 solver.py:136 ] Epoch: [5/400][60/500] lr: 2.06e-05 | MSE loss: 9.1135e-01 | time: 0.208
I 05.31/07:09:37 solver.py:136 ] Epoch: [5/400][80/500] lr: 2.08e-05 | MSE loss: 9.1077e-01 | time: 0.195
I 05.31/07:09:41 solver.py:136 ] Epoch: [5/400][100/500] lr: 2.10e-05 | MSE loss: 9.1018e-01 | time: 0.197
I 05.31/07:09:45 solver.py:136 ] Epoch: [5/400][120/500] lr: 2.12e-05 | MSE loss: 9.0961e-01 | time: 0.201
I 05.31/07:09:50 solver.py:136 ] Epoch: [5/400][140/500] lr: 2.14e-05 | MSE loss: 9.0901e-01 | time: 0.206
I 05.31/07:09:54 solver.py:136 ] Epoch: [5/400][160/500] lr: 2.16e-05 | MSE loss: 9.0843e-01 | time: 0.208
I 05.31/07:09:59 solver.py:136 ] Epoch: [5/400][180/500] lr: 2.18e-05 | MSE loss: 9.0784e-01 | time: 0.210
I 05.31/07:10:05 solver.py:136 ] Epoch: [5/400][200/500] lr: 2.20e-05 | MSE loss: 9.0725e-01 | time: 0.223
I 05.31/07:10:10 solver.py:136 ] Epoch: [5/400][220/500] lr: 2.22e-05 | MSE loss: 9.0666e-01 | time: 0.222
