I 06.29/15:00:30 main.py:44  ] => Experiment directory: /storage/hujiacong/zxd/Huawei/UniversalCSI/exps/COST2100/in/teacher_code_adapter/gated_lowrank_affine_mlp/src_seed2026_transnet_transnet_tgt_seed42_transnet_transnet_code1e-3_fc1e-2_recT0.0_pca0.0_lr5e-4_ep400
I 06.29/15:00:30 main.py:45  ] => PyTorch Version: 2.5.1
I 06.29/15:00:30 init.py:13  ] Random seed set to 2026
I 06.29/15:00:30 init.py:92  ] Running on GPU 1
I 06.29/15:00:37 init.py:134 ] pretrained decoder loaded and frozen from exps/COST2100/in/seed42/transnet_transnet/checkpoints/best_nmse.pth
I 06.29/15:00:37 init.py:141 ] pretrained encoder loaded and frozen from exps/COST2100/in/seed2026/transnet_transnet/checkpoints/best_nmse.pth
I 06.29/15:00:37 init.py:154 ] => Model Name: UniversalCSI [pretrained: None; pretrained_decoder: exps/COST2100/in/seed42/transnet_transnet/checkpoints/best_nmse.pth; pretrained_encoder: exps/COST2100/in/seed2026/transnet_transnet/checkpoints/best_nmse.pth; adapter: gated_lowrank_affine_mlp; adapter_hidden_dim: 2048; canonical_head: none; canonical_anchor_seed: 0]
I 06.29/15:00:37 init.py:161 ] => Model Config: compression ratio=1/4; encoder=transnet; decoder=transnet; input shape=(2, 32, 32); input dim=2048
I 06.29/15:00:37 init.py:166 ] => Model Flops: 3.7876e+01M
I 06.29/15:00:37 init.py:167 ] => Model Params Num: 5.2927e+00M

I 06.29/15:00:37 init.py:168 ] 
**********
UniversalCSIModel(
  (encoder): TransNetEncoder(
    (encoder): TransformerEncoder(
      (layers): ModuleList(
        (0-1): 2 x TransformerEncoderLayer(
          (self_attn): MultiheadAttention(
            (out_proj): NonDynamicallyQuantizableLinear(in_features=64, out_features=64, bias=True)
          )
          (linear1): Linear(in_features=64, out_features=2048, bias=True)
          (dropout): Dropout(p=0.0, inplace=False)
          (linear2): Linear(in_features=2048, out_features=64, bias=True)
          (norm1): LayerNorm((64,), eps=1e-05, elementwise_affine=True)
          (norm2): LayerNorm((64,), eps=1e-05, elementwise_affine=True)
          (dropout1): Dropout(p=0.0, inplace=False)
          (dropout2): Dropout(p=0.0, inplace=False)
        )
      )
    )
    (fc): Linear(in_features=2048, out_features=512, bias=True)
  )
  (decoder): TransNetDecoder(
    (fc_decoder): Linear(in_features=512, out_features=2048, bias=True)
    (decoder): TransformerDecoder(
      (layers): ModuleList(
        (0-1): 2 x TransformerDecoderLayer(
          (self_attn): MultiheadAttention(
            (out_proj): NonDynamicallyQuantizableLinear(in_features=64, out_features=64, bias=True)
          )
          (multihead_attn): MultiheadAttention(
            (out_proj): NonDynamicallyQuantizableLinear(in_features=64, out_features=64, bias=True)
          )
          (linear1): Linear(in_features=64, out_features=2048, bias=True)
          (dropout): Dropout(p=0.0, inplace=False)
          (linear2): Linear(in_features=2048, out_features=64, bias=True)
          (norm1): LayerNorm((64,), eps=1e-05, elementwise_affine=True)
          (norm2): LayerNorm((64,), eps=1e-05, elementwise_affine=True)
          (norm3): LayerNorm((64,), eps=1e-05, elementwise_affine=True)
          (dropout1): Dropout(p=0.0, inplace=False)
          (dropout2): Dropout(p=0.0, inplace=False)
          (dropout3): Dropout(p=0.0, inplace=False)
        )
      )
      (norm): LayerNorm((64,), eps=1e-05, elementwise_affine=True)
    )
  )
  (code_adapter): GatedLowRankAffineMLPAdapter(
    (lowrank_norm): LayerNorm((512,), eps=1e-05, elementwise_affine=True)
    (down): Linear(in_features=512, out_features=32, bias=False)
    (up): Linear(in_features=32, out_features=512, bias=False)
    (mlp_norm): LayerNorm((512,), eps=1e-05, elementwise_affine=True)
    (mlp): Sequential(
      (0): Linear(in_features=512, out_features=2048, bias=True)
      (1): GELU(approximate='none')
      (2): Linear(in_features=2048, out_features=512, bias=True)
    )
  )
)
**********

I 06.29/15:00:37 init.py:33  ] 
I 06.29/15:05:53 solver.py:318 ] => Train  Recon loss: 1.6509e-05 | Code loss: 5.1567e-02 | FC loss: 2.4617e-02 | Total: 3.1424e-04 | adapter/rank=3.2000e+01 | adapter/gate_mean=2.6444e-01 | adapter/gate_std=1.7827e-02 | adapter/down_norm=9.3997e+00 | adapter/up_norm=1.9230e+00 | adapter/bias_norm=8.7105e-02 | adapter/W1_norm=8.3234e+01 | adapter/W2_norm=1.7884e+01 | adapter/lowrank_ratio=9.0667e-01 | adapter/mlp_ratio=1.4527e+00 | adapter/delta_ratio=1.3984e+00

I 06.29/15:05:53 solver.py:427 ] 
=! Best NMSE: -1.0410e+01 (epoch=10)

I 06.29/15:05:54 solver.py:282 ] Epoch: [17/400][20/391] lr: 2.01e-04 | recon: 1.5974e-05 code: 4.9719e-02 fc: 2.4053e-02 total: 3.0623e-04 | time: 0.043
I 06.29/15:05:55 solver.py:282 ] Epoch: [17/400][40/391] lr: 2.01e-04 | recon: 1.5464e-05 code: 4.8682e-02 fc: 2.3304e-02 total: 2.9719e-04 | time: 0.054
I 06.29/15:05:56 solver.py:282 ] Epoch: [17/400][60/391] lr: 2.02e-04 | recon: 1.5393e-05 code: 4.8392e-02 fc: 2.3070e-02 total: 2.9448e-04 | time: 0.051
I 06.29/15:05:57 solver.py:282 ] Epoch: [17/400][80/391] lr: 2.03e-04 | recon: 1.5601e-05 code: 4.8591e-02 fc: 2.3078e-02 total: 2.9497e-04 | time: 0.053
I 06.29/15:05:58 solver.py:282 ] Epoch: [17/400][100/391] lr: 2.03e-04 | recon: 1.5628e-05 code: 4.8578e-02 fc: 2.3292e-02 total: 2.9712e-04 | time: 0.051
I 06.29/15:05:59 solver.py:282 ] Epoch: [17/400][120/391] lr: 2.04e-04 | recon: 1.5615e-05 code: 4.8517e-02 fc: 2.3253e-02 total: 2.9666e-04 | time: 0.053
I 06.29/15:06:00 solver.py:282 ] Epoch: [17/400][140/391] lr: 2.04e-04 | recon: 1.5560e-05 code: 4.8401e-02 fc: 2.3157e-02 total: 2.9553e-04 | time: 0.053
I 06.29/15:06:02 solver.py:282 ] Epoch: [17/400][160/391] lr: 2.05e-04 | recon: 1.5605e-05 code: 4.8327e-02 fc: 2.3615e-02 total: 3.0008e-04 | time: 0.055
I 06.29/15:06:04 solver.py:282 ] Epoch: [17/400][180/391] lr: 2.06e-04 | recon: 1.5647e-05 code: 4.8342e-02 fc: 2.3630e-02 total: 3.0029e-04 | time: 0.061
I 06.29/15:06:05 solver.py:282 ] Epoch: [17/400][200/391] lr: 2.06e-04 | recon: 1.5640e-05 code: 4.8332e-02 fc: 2.3562e-02 total: 2.9959e-04 | time: 0.061
I 06.29/15:06:06 solver.py:282 ] Epoch: [17/400][220/391] lr: 2.07e-04 | recon: 1.5583e-05 code: 4.8175e-02 fc: 2.3418e-02 total: 2.9794e-04 | time: 0.060
I 06.29/15:06:07 solver.py:282 ] Epoch: [17/400][240/391] lr: 2.08e-04 | recon: 1.5526e-05 code: 4.8018e-02 fc: 2.3290e-02 total: 2.9644e-04 | time: 0.059
I 06.29/15:06:08 solver.py:282 ] Epoch: [17/400][260/391] lr: 2.08e-04 | recon: 1.5490e-05 code: 4.7933e-02 fc: 2.3208e-02 total: 2.9550e-04 | time: 0.058
I 06.29/15:06:09 solver.py:282 ] Epoch: [17/400][280/391] lr: 2.09e-04 | recon: 1.5442e-05 code: 4.7799e-02 fc: 2.3137e-02 total: 2.9461e-04 | time: 0.059
I 06.29/15:06:10 solver.py:282 ] Epoch: [17/400][300/391] lr: 2.10e-04 | recon: 1.5413e-05 code: 4.7695e-02 fc: 2.3136e-02 total: 2.9447e-04 | time: 0.058
I 06.29/15:06:11 solver.py:282 ] Epoch: [17/400][320/391] lr: 2.10e-04 | recon: 1.5405e-05 code: 4.7623e-02 fc: 2.3077e-02 total: 2.9380e-04 | time: 0.057
I 06.29/15:06:12 solver.py:282 ] Epoch: [17/400][340/391] lr: 2.11e-04 | recon: 1.5366e-05 code: 4.7524e-02 fc: 2.3059e-02 total: 2.9348e-04 | time: 0.057
I 06.29/15:06:13 solver.py:282 ] Epoch: [17/400][360/391] lr: 2.12e-04 | recon: 1.5341e-05 code: 4.7453e-02 fc: 2.3028e-02 total: 2.9308e-04 | time: 0.056
I 06.29/15:06:14 solver.py:282 ] Epoch: [17/400][380/391] lr: 2.12e-04 | recon: 1.5299e-05 code: 4.7354e-02 fc: 2.2963e-02 total: 2.9228e-04 | time: 0.056
I 06.29/15:06:15 solver.py:318 ] => Train  Recon loss: 1.5291e-05 | Code loss: 4.7299e-02 | FC loss: 2.2921e-02 | Total: 2.9180e-04 | adapter/rank=3.2000e+01 | adapter/gate_mean=2.7036e-01 | adapter/gate_std=1.8505e-02 | adapter/down_norm=9.4445e+00 | adapter/up_norm=1.9440e+00 | adapter/bias_norm=8.3825e-02 | adapter/W1_norm=8.3774e+01 | adapter/W2_norm=1.8036e+01 | adapter/lowrank_ratio=9.1887e-01 | adapter/mlp_ratio=1.4505e+00 | adapter/delta_ratio=1.3911e+00

I 06.29/15:06:15 solver.py:427 ] 
=! Best NMSE: -1.0410e+01 (epoch=10)

I 06.29/15:06:16 solver.py:282 ] Epoch: [18/400][20/391] lr: 2.13e-04 | recon: 1.5596e-05 code: 4.5500e-02 fc: 2.7037e-02 total: 3.3146e-04 | time: 0.069
I 06.29/15:06:17 solver.py:282 ] Epoch: [18/400][40/391] lr: 2.14e-04 | recon: 1.5075e-05 code: 4.5169e-02 fc: 2.4736e-02 total: 3.0761e-04 | time: 0.058
I 06.29/15:06:18 solver.py:282 ] Epoch: [18/400][60/391] lr: 2.14e-04 | recon: 1.4986e-05 code: 4.5232e-02 fc: 2.3775e-02 total: 2.9797e-04 | time: 0.056
I 06.29/15:06:19 solver.py:282 ] Epoch: [18/400][80/391] lr: 2.15e-04 | recon: 1.4870e-05 code: 4.5107e-02 fc: 2.3165e-02 total: 2.9163e-04 | time: 0.054
I 06.29/15:06:20 solver.py:282 ] Epoch: [18/400][100/391] lr: 2.16e-04 | recon: 1.4792e-05 code: 4.5054e-02 fc: 2.2833e-02 total: 2.8817e-04 | time: 0.052
I 06.29/15:06:21 solver.py:282 ] Epoch: [18/400][120/391] lr: 2.16e-04 | recon: 1.4734e-05 code: 4.4966e-02 fc: 2.2574e-02 total: 2.8544e-04 | time: 0.052
I 06.29/15:06:22 solver.py:282 ] Epoch: [18/400][140/391] lr: 2.17e-04 | recon: 1.4682e-05 code: 4.4886e-02 fc: 2.2401e-02 total: 2.8358e-04 | time: 0.051
I 06.29/15:06:23 solver.py:282 ] Epoch: [18/400][160/391] lr: 2.18e-04 | recon: 1.4692e-05 code: 4.4839e-02 fc: 2.2258e-02 total: 2.8211e-04 | time: 0.050
I 06.29/15:06:24 solver.py:282 ] Epoch: [18/400][180/391] lr: 2.18e-04 | recon: 1.5042e-05 code: 4.5009e-02 fc: 2.3316e-02 total: 2.9321e-04 | time: 0.053
I 06.29/15:06:25 solver.py:282 ] Epoch: [18/400][200/391] lr: 2.19e-04 | recon: 1.5188e-05 code: 4.5294e-02 fc: 2.3702e-02 total: 2.9750e-04 | time: 0.052
I 06.29/15:06:26 solver.py:282 ] Epoch: [18/400][220/391] lr: 2.20e-04 | recon: 1.5165e-05 code: 4.5288e-02 fc: 2.3547e-02 total: 2.9592e-04 | time: 0.051
I 06.29/15:06:27 solver.py:282 ] Epoch: [18/400][240/391] lr: 2.20e-04 | recon: 1.5118e-05 code: 4.5205e-02 fc: 2.3356e-02 total: 2.9388e-04 | time: 0.052
I 06.29/15:06:28 solver.py:282 ] Epoch: [18/400][260/391] lr: 2.21e-04 | recon: 1.5041e-05 code: 4.5090e-02 fc: 2.3169e-02 total: 2.9183e-04 | time: 0.051
I 06.29/15:06:29 solver.py:282 ] Epoch: [18/400][280/391] lr: 2.21e-04 | recon: 1.4985e-05 code: 4.4980e-02 fc: 2.3006e-02 total: 2.9002e-04 | time: 0.051
I 06.29/15:06:30 solver.py:282 ] Epoch: [18/400][300/391] lr: 2.22e-04 | recon: 1.4915e-05 code: 4.4869e-02 fc: 2.2857e-02 total: 2.8835e-04 | time: 0.052
I 06.29/15:06:31 solver.py:282 ] Epoch: [18/400][320/391] lr: 2.23e-04 | recon: 1.4858e-05 code: 4.4736e-02 fc: 2.2711e-02 total: 2.8671e-04 | time: 0.051
I 06.29/15:06:32 solver.py:282 ] Epoch: [18/400][340/391] lr: 2.23e-04 | recon: 1.4800e-05 code: 4.4643e-02 fc: 2.2597e-02 total: 2.8541e-04 | time: 0.051
I 06.29/15:06:33 solver.py:282 ] Epoch: [18/400][360/391] lr: 2.24e-04 | recon: 1.4756e-05 code: 4.4552e-02 fc: 2.2498e-02 total: 2.8429e-04 | time: 0.052
I 06.29/15:06:34 solver.py:282 ] Epoch: [18/400][380/391] lr: 2.25e-04 | recon: 1.4714e-05 code: 4.4451e-02 fc: 2.2402e-02 total: 2.8318e-04 | time: 0.052
I 06.29/15:06:35 solver.py:318 ] => Train  Recon loss: 1.4690e-05 | Code loss: 4.4403e-02 | FC loss: 2.2380e-02 | Total: 2.8289e-04 | adapter/rank=3.2000e+01 | adapter/gate_mean=2.7521e-01 | adapter/gate_std=1.9024e-02 | adapter/down_norm=9.4800e+00 | adapter/up_norm=1.9724e+00 | adapter/bias_norm=8.3506e-02 | adapter/W1_norm=8.4221e+01 | adapter/W2_norm=1.8178e+01 | adapter/lowrank_ratio=9.9538e-01 | adapter/mlp_ratio=1.5150e+00 | adapter/delta_ratio=1.4256e+00

I 06.29/15:06:35 solver.py:427 ] 
=! Best NMSE: -1.0410e+01 (epoch=10)

I 06.29/15:06:36 solver.py:282 ] Epoch: [19/400][20/391] lr: 2.26e-04 | recon: 1.3888e-05 code: 4.2447e-02 fc: 2.0726e-02 total: 2.6359e-04 | time: 0.049
I 06.29/15:06:37 solver.py:282 ] Epoch: [19/400][40/391] lr: 2.26e-04 | recon: 1.3872e-05 code: 4.2402e-02 fc: 2.0626e-02 total: 2.6253e-04 | time: 0.047
I 06.29/15:06:39 solver.py:282 ] Epoch: [19/400][60/391] lr: 2.27e-04 | recon: 1.4004e-05 code: 4.2315e-02 fc: 2.1614e-02 total: 2.7246e-04 | time: 0.055
I 06.29/15:06:40 solver.py:282 ] Epoch: [19/400][80/391] lr: 2.28e-04 | recon: 1.4003e-05 code: 4.2222e-02 fc: 2.1568e-02 total: 2.7190e-04 | time: 0.054
I 06.29/15:06:41 solver.py:282 ] Epoch: [19/400][100/391] lr: 2.28e-04 | recon: 1.3910e-05 code: 4.2112e-02 fc: 2.1326e-02 total: 2.6928e-04 | time: 0.053
I 06.29/15:06:42 solver.py:282 ] Epoch: [19/400][120/391] lr: 2.29e-04 | recon: 1.3887e-05 code: 4.2076e-02 fc: 2.1146e-02 total: 2.6743e-04 | time: 0.055
I 06.29/15:06:43 solver.py:282 ] Epoch: [19/400][140/391] lr: 2.29e-04 | recon: 1.3817e-05 code: 4.1982e-02 fc: 2.0977e-02 total: 2.6557e-04 | time: 0.054
I 06.29/15:06:44 solver.py:282 ] Epoch: [19/400][160/391] lr: 2.30e-04 | recon: 1.3777e-05 code: 4.1915e-02 fc: 2.0884e-02 total: 2.6453e-04 | time: 0.054
I 06.29/15:06:45 solver.py:282 ] Epoch: [19/400][180/391] lr: 2.31e-04 | recon: 1.3763e-05 code: 4.1851e-02 fc: 2.0828e-02 total: 2.6390e-04 | time: 0.054
I 06.29/15:06:46 solver.py:282 ] Epoch: [19/400][200/391] lr: 2.31e-04 | recon: 1.3752e-05 code: 4.1818e-02 fc: 2.0858e-02 total: 2.6415e-04 | time: 0.053
I 06.29/15:06:47 solver.py:282 ] Epoch: [19/400][220/391] lr: 2.32e-04 | recon: 1.3705e-05 code: 4.1737e-02 fc: 2.0813e-02 total: 2.6357e-04 | time: 0.053
I 06.29/15:06:48 solver.py:282 ] Epoch: [19/400][240/391] lr: 2.33e-04 | recon: 1.3670e-05 code: 4.1690e-02 fc: 2.0776e-02 total: 2.6312e-04 | time: 0.053
I 06.29/15:06:49 solver.py:282 ] Epoch: [19/400][260/391] lr: 2.33e-04 | recon: 1.3664e-05 code: 4.1679e-02 fc: 2.0751e-02 total: 2.6285e-04 | time: 0.053
I 06.29/15:06:50 solver.py:282 ] Epoch: [19/400][280/391] lr: 2.34e-04 | recon: 1.3654e-05 code: 4.1652e-02 fc: 2.0731e-02 total: 2.6262e-04 | time: 0.053
I 06.29/15:06:51 solver.py:282 ] Epoch: [19/400][300/391] lr: 2.35e-04 | recon: 1.3799e-05 code: 4.1771e-02 fc: 2.1269e-02 total: 2.6826e-04 | time: 0.053
I 06.29/15:06:52 solver.py:282 ] Epoch: [19/400][320/391] lr: 2.35e-04 | recon: 1.3791e-05 code: 4.1728e-02 fc: 2.1236e-02 total: 2.6787e-04 | time: 0.053
I 06.29/15:06:53 solver.py:282 ] Epoch: [19/400][340/391] lr: 2.36e-04 | recon: 1.3809e-05 code: 4.1761e-02 fc: 2.1204e-02 total: 2.6761e-04 | time: 0.053
I 06.29/15:06:54 solver.py:282 ] Epoch: [19/400][360/391] lr: 2.37e-04 | recon: 1.3768e-05 code: 4.1666e-02 fc: 2.1109e-02 total: 2.6653e-04 | time: 0.053
I 06.29/15:06:55 solver.py:282 ] Epoch: [19/400][380/391] lr: 2.37e-04 | recon: 1.3754e-05 code: 4.1627e-02 fc: 2.1050e-02 total: 2.6588e-04 | time: 0.053
I 06.29/15:06:56 solver.py:318 ] => Train  Recon loss: 1.3755e-05 | Code loss: 4.1628e-02 | FC loss: 2.1032e-02 | Total: 2.6571e-04 | adapter/rank=3.2000e+01 | adapter/gate_mean=2.7981e-01 | adapter/gate_std=1.9553e-02 | adapter/down_norm=9.5110e+00 | adapter/up_norm=1.9948e+00 | adapter/bias_norm=8.8397e-02 | adapter/W1_norm=8.4631e+01 | adapter/W2_norm=1.8311e+01 | adapter/lowrank_ratio=1.0093e+00 | adapter/mlp_ratio=1.5009e+00 | adapter/delta_ratio=1.4084e+00

I 06.29/15:06:56 solver.py:427 ] 
=! Best NMSE: -1.0410e+01 (epoch=10)

I 06.29/15:06:57 solver.py:282 ] Epoch: [20/400][20/391] lr: 2.38e-04 | recon: 1.2788e-05 code: 3.9341e-02 fc: 1.9489e-02 total: 2.4702e-04 | time: 0.054
I 06.29/15:06:58 solver.py:282 ] Epoch: [20/400][40/391] lr: 2.39e-04 | recon: 1.3081e-05 code: 3.9857e-02 fc: 1.9702e-02 total: 2.4996e-04 | time: 0.055
I 06.29/15:06:59 solver.py:282 ] Epoch: [20/400][60/391] lr: 2.39e-04 | recon: 1.3090e-05 code: 3.9911e-02 fc: 1.9762e-02 total: 2.5062e-04 | time: 0.054
I 06.29/15:07:01 solver.py:282 ] Epoch: [20/400][80/391] lr: 2.40e-04 | recon: 1.3138e-05 code: 4.0056e-02 fc: 1.9884e-02 total: 2.5203e-04 | time: 0.061
I 06.29/15:07:04 solver.py:282 ] Epoch: [20/400][100/391] lr: 2.41e-04 | recon: 1.3120e-05 code: 4.0092e-02 fc: 1.9989e-02 total: 2.5310e-04 | time: 0.074
I 06.29/15:07:05 solver.py:282 ] Epoch: [20/400][120/391] lr: 2.41e-04 | recon: 1.3189e-05 code: 4.0190e-02 fc: 1.9999e-02 total: 2.5337e-04 | time: 0.074
I 06.29/15:07:06 solver.py:282 ] Epoch: [20/400][140/391] lr: 2.42e-04 | recon: 1.3196e-05 code: 4.0145e-02 fc: 1.9983e-02 total: 2.5317e-04 | time: 0.073
I 06.29/15:07:07 solver.py:282 ] Epoch: [20/400][160/391] lr: 2.43e-04 | recon: 1.3308e-05 code: 4.0119e-02 fc: 2.0587e-02 total: 2.5930e-04 | time: 0.070
I 06.29/15:07:08 solver.py:282 ] Epoch: [20/400][180/391] lr: 2.43e-04 | recon: 1.3315e-05 code: 4.0127e-02 fc: 2.0536e-02 total: 2.5881e-04 | time: 0.067
I 06.29/15:07:10 solver.py:282 ] Epoch: [20/400][200/391] lr: 2.44e-04 | recon: 1.3300e-05 code: 4.0104e-02 fc: 2.0445e-02 total: 2.5785e-04 | time: 0.067
I 06.29/15:07:10 solver.py:282 ] Epoch: [20/400][220/391] lr: 2.45e-04 | recon: 1.3264e-05 code: 4.0007e-02 fc: 2.0328e-02 total: 2.5655e-04 | time: 0.065
I 06.29/15:07:11 solver.py:282 ] Epoch: [20/400][240/391] lr: 2.45e-04 | recon: 1.3241e-05 code: 3.9976e-02 fc: 2.0251e-02 total: 2.5573e-04 | time: 0.063
I 06.29/15:07:13 solver.py:282 ] Epoch: [20/400][260/391] lr: 2.46e-04 | recon: 1.3223e-05 code: 3.9921e-02 fc: 2.0285e-02 total: 2.5600e-04 | time: 0.063
I 06.29/15:07:13 solver.py:282 ] Epoch: [20/400][280/391] lr: 2.46e-04 | recon: 1.3216e-05 code: 3.9857e-02 fc: 2.0238e-02 total: 2.5545e-04 | time: 0.062
I 06.29/15:07:15 solver.py:282 ] Epoch: [20/400][300/391] lr: 2.47e-04 | recon: 1.3156e-05 code: 3.9738e-02 fc: 2.0142e-02 total: 2.5431e-04 | time: 0.062
I 06.29/15:07:16 solver.py:282 ] Epoch: [20/400][320/391] lr: 2.48e-04 | recon: 1.3128e-05 code: 3.9660e-02 fc: 2.0129e-02 total: 2.5408e-04 | time: 0.061
I 06.29/15:07:17 solver.py:282 ] Epoch: [20/400][340/391] lr: 2.48e-04 | recon: 1.3102e-05 code: 3.9620e-02 fc: 2.0092e-02 total: 2.5364e-04 | time: 0.060
I 06.29/15:07:18 solver.py:282 ] Epoch: [20/400][360/391] lr: 2.49e-04 | recon: 1.3105e-05 code: 3.9587e-02 fc: 2.0052e-02 total: 2.5321e-04 | time: 0.060
I 06.29/15:07:19 solver.py:282 ] Epoch: [20/400][380/391] lr: 2.50e-04 | recon: 1.3112e-05 code: 3.9533e-02 fc: 2.0089e-02 total: 2.5353e-04 | time: 0.060
I 06.29/15:07:20 solver.py:318 ] => Train  Recon loss: 1.3101e-05 | Code loss: 3.9517e-02 | FC loss: 2.0072e-02 | Total: 2.5334e-04 | adapter/rank=3.2000e+01 | adapter/gate_mean=2.8440e-01 | adapter/gate_std=2.0270e-02 | adapter/down_norm=9.5384e+00 | adapter/up_norm=2.0149e+00 | adapter/bias_norm=9.9825e-02 | adapter/W1_norm=8.5014e+01 | adapter/W2_norm=1.8439e+01 | adapter/lowrank_ratio=1.0099e+00 | adapter/mlp_ratio=1.4968e+00 | adapter/delta_ratio=1.4130e+00

I 06.29/15:07:20 solver.py:282 ] Epoch: [20/400][20/118] lr: 2.50e-04 | recon: 1.3371e-05 total: 1.3371e-05 | time: 0.037
I 06.29/15:07:21 solver.py:282 ] Epoch: [20/400][40/118] lr: 2.50e-04 | recon: 1.3145e-05 total: 1.3145e-05 | time: 0.038
I 06.29/15:07:22 solver.py:282 ] Epoch: [20/400][60/118] lr: 2.50e-04 | recon: 1.3281e-05 total: 1.3281e-05 | time: 0.038
I 06.29/15:07:23 solver.py:282 ] Epoch: [20/400][80/118] lr: 2.50e-04 | recon: 1.3264e-05 total: 1.3264e-05 | time: 0.038
I 06.29/15:07:24 solver.py:282 ] Epoch: [20/400][100/118] lr: 2.50e-04 | recon: 1.3225e-05 total: 1.3225e-05 | time: 0.040
I 06.29/15:07:25 solver.py:318 ] => Val  Recon loss: 1.3247e-05 | Total: 1.3247e-05 | adapter/rank=3.2000e+01 | adapter/gate_mean=2.8441e-01 | adapter/gate_std=2.0270e-02 | adapter/down_norm=9.5384e+00 | adapter/up_norm=2.0149e+00 | adapter/bias_norm=9.9825e-02 | adapter/W1_norm=8.5014e+01 | adapter/W2_norm=1.8439e+01 | adapter/lowrank_ratio=1.0539e+00 | adapter/mlp_ratio=1.5282e+00 | adapter/delta_ratio=1.4137e+00

I 06.29/15:07:26 solver.py:548 ] [20/79] loss: 1.3369e-05 | NMSE: -1.5292e+01 | time: 0.053
I 06.29/15:07:27 solver.py:548 ] [40/79] loss: 1.3307e-05 | NMSE: -1.5314e+01 | time: 0.045
I 06.29/15:07:27 solver.py:548 ] [60/79] loss: 1.3241e-05 | NMSE: -1.5326e+01 | time: 0.043
I 06.29/15:07:28 solver.py:562 ] => Test NMSE: -1.5359e+01 | adapter/rank=3.2000e+01 | adapter/gate_mean=2.8441e-01 | adapter/gate_std=2.0270e-02 | adapter/down_norm=9.5384e+00 | adapter/up_norm=2.0149e+00 | adapter/bias_norm=9.9825e-02 | adapter/W1_norm=8.5014e+01 | adapter/W2_norm=1.8439e+01 | adapter/lowrank_ratio=1.1209e+00 | adapter/mlp_ratio=1.5688e+00 | adapter/delta_ratio=1.4255e+00

I 06.29/15:07:28 solver.py:427 ] 
=! Best NMSE: -1.5359e+01 (epoch=20)

I 06.29/15:07:30 solver.py:282 ] Epoch: [21/400][20/391] lr: 2.51e-04 | recon: 1.2667e-05 code: 3.8711e-02 fc: 1.9169e-02 total: 2.4306e-04 | time: 0.084
I 06.29/15:07:31 solver.py:282 ] Epoch: [21/400][40/391] lr: 2.51e-04 | recon: 1.2609e-05 code: 3.8316e-02 fc: 1.9738e-02 total: 2.4831e-04 | time: 0.076
I 06.29/15:07:32 solver.py:282 ] Epoch: [21/400][60/391] lr: 2.52e-04 | recon: 1.2663e-05 code: 3.8473e-02 fc: 1.9608e-02 total: 2.4721e-04 | time: 0.072
I 06.29/15:07:34 solver.py:282 ] Epoch: [21/400][80/391] lr: 2.53e-04 | recon: 1.2633e-05 code: 3.8351e-02 fc: 1.9447e-02 total: 2.4546e-04 | time: 0.076
I 06.29/15:07:36 solver.py:282 ] Epoch: [21/400][100/391] lr: 2.53e-04 | recon: 1.2624e-05 code: 3.8252e-02 fc: 1.9370e-02 total: 2.4457e-04 | time: 0.080
I 06.29/15:07:37 solver.py:282 ] Epoch: [21/400][120/391] lr: 2.54e-04 | recon: 1.3074e-05 code: 3.8638e-02 fc: 2.0835e-02 total: 2.6006e-04 | time: 0.078
I 06.29/15:07:39 solver.py:282 ] Epoch: [21/400][140/391] lr: 2.54e-04 | recon: 1.3132e-05 code: 3.8803e-02 fc: 2.0856e-02 total: 2.6050e-04 | time: 0.078
I 06.29/15:07:40 solver.py:282 ] Epoch: [21/400][160/391] lr: 2.55e-04 | recon: 1.3082e-05 code: 3.8693e-02 fc: 2.0638e-02 total: 2.5815e-04 | time: 0.076
I 06.29/15:07:42 solver.py:282 ] Epoch: [21/400][180/391] lr: 2.56e-04 | recon: 1.3066e-05 code: 3.8694e-02 fc: 2.0485e-02 total: 2.5661e-04 | time: 0.079
I 06.29/15:07:44 solver.py:282 ] Epoch: [21/400][200/391] lr: 2.56e-04 | recon: 1.3020e-05 code: 3.8628e-02 fc: 2.0333e-02 total: 2.5498e-04 | time: 0.079
I 06.29/15:07:46 solver.py:282 ] Epoch: [21/400][220/391] lr: 2.57e-04 | recon: 1.2969e-05 code: 3.8559e-02 fc: 2.0202e-02 total: 2.5355e-04 | time: 0.079
I 06.29/15:07:47 solver.py:282 ] Epoch: [21/400][240/391] lr: 2.58e-04 | recon: 1.2962e-05 code: 3.8501e-02 fc: 2.0111e-02 total: 2.5257e-04 | time: 0.080
I 06.29/15:07:50 solver.py:282 ] Epoch: [21/400][260/391] lr: 2.58e-04 | recon: 1.2932e-05 code: 3.8425e-02 fc: 2.0069e-02 total: 2.5204e-04 | time: 0.083
I 06.29/15:07:51 solver.py:282 ] Epoch: [21/400][280/391] lr: 2.59e-04 | recon: 1.2898e-05 code: 3.8356e-02 fc: 2.0051e-02 total: 2.5177e-04 | time: 0.082
I 06.29/15:07:53 solver.py:282 ] Epoch: [21/400][300/391] lr: 2.60e-04 | recon: 1.2873e-05 code: 3.8288e-02 fc: 1.9967e-02 total: 2.5083e-04 | time: 0.082
